sector,area,price,feature,price_per_sqm,coordinates,latitude,longitude
sector 99,216,4.38,Standard,0.020277777777777777,"28.4640° N, 76.9614° E",28.464,76.9614
sector 57,216,4.64,Standard,0.02148148148148148,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 99,216,3.48,Premium,0.01611111111111111,"28.4640° N, 76.9614° E",28.464,76.9614
sector 2,216,0.12,Basic,0.0005555555555555556,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,217,1.5,Basic,0.0069124423963133645,"28.5095° N, 77.0320° E",28.5095,77.032
sector 99,217,4.16,Standard,0.019170506912442396,"28.4640° N, 76.9614° E",28.464,76.9614
sector 88a,217,2.99,Premium,0.013778801843317973,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 50,217,4.47,Basic,0.020599078341013825,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 9,218,3.45,Premium,0.015825688073394496,"28.4603° N, 77.0000° E",28.4603,77.0
sector 88a,219,3.01,Premium,0.013744292237442921,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 99,219,3.93,Premium,0.017945205479452057,"28.4640° N, 76.9614° E",28.464,76.9614
sector 65,219,6.52,Premium,0.029771689497716892,"28.4030° N, 77.0690° E",28.403,77.069
sector 65,219,6.5,Premium,0.02968036529680365,"28.4030° N, 77.0690° E",28.403,77.069
sector 57,220,5.0,Basic,0.022727272727272728,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 38,220,4.5,Basic,0.020454545454545454,"28.4347° N, 77.0430° E",28.4347,77.043
sector 10,220,3.25,Basic,0.014772727272727272,"28.4537° N, 77.0009° E",28.4537,77.0009
sector 57,220,4.6,Basic,0.02090909090909091,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 45,220,5.26,Basic,0.023909090909090908,"28.4466° N, 77.0660° E",28.4466,77.066
sector 51,220,3.25,Standard,0.014772727272727272,"28.4320° N, 77.0686° E",28.432,77.0686
sector 52,220,3.8,Premium,0.017272727272727273,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 57,220,4.87,Premium,0.022136363636363638,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 39,220,3.94,Premium,0.01790909090909091,"28.4434° N, 77.0515° E",28.4434,77.0515
sector 38,220,4.1,Standard,0.018636363636363635,"28.4347° N, 77.0430° E",28.4347,77.043
sector 43,220,5.66,Premium,0.025727272727272727,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 57,220,4.61,Premium,0.020954545454545455,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,220,4.57,Premium,0.020772727272727273,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 45,220,4.69,Standard,0.02131818181818182,"28.4466° N, 77.0660° E",28.4466,77.066
sector 52,220,3.75,Premium,0.017045454545454544,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 51,220,4.75,Standard,0.02159090909090909,"28.4320° N, 77.0686° E",28.432,77.0686
sector 9,220,3.9,Premium,0.017727272727272727,"28.4603° N, 77.0000° E",28.4603,77.0
sector 46,220,4.48,Premium,0.020363636363636365,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 5,220,3.5,Standard,0.015909090909090907,"28.4794° N, 77.0176° E",28.4794,77.0176
sector 50,220,4.2,Premium,0.019090909090909092,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 38,220,4.97,Premium,0.02259090909090909,"28.4347° N, 77.0430° E",28.4347,77.043
sector 51,220,5.0,Premium,0.022727272727272728,"28.4320° N, 77.0686° E",28.432,77.0686
sector 57,220,5.5,Premium,0.025,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,220,4.47,Premium,0.02031818181818182,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 46,220,4.7,Basic,0.021363636363636366,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 38,220,4.16,Premium,0.01890909090909091,"28.4347° N, 77.0430° E",28.4347,77.043
sector 38,220,4.6,Premium,0.02090909090909091,"28.4347° N, 77.0430° E",28.4347,77.043
sector 46,220,5.92,Premium,0.02690909090909091,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 57,220,5.52,Standard,0.025090909090909087,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,220,5.65,Standard,0.025681818181818184,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,220,4.64,Standard,0.02109090909090909,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 46,220,5.92,Standard,0.02690909090909091,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 46,220,6.05,Standard,0.0275,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 43,220,5.26,Premium,0.023909090909090908,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 46,220,4.7,Premium,0.021363636363636366,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 108,220,3.29,Premium,0.014954545454545455,"28.5134° N, 76.9830° E",28.5134,76.983
sector 45,220,4.8,Basic,0.021818181818181816,"28.4466° N, 77.0660° E",28.4466,77.066
sector 38,220,4.59,Premium,0.020863636363636362,"28.4347° N, 77.0430° E",28.4347,77.043
sector 57,220,3.68,Standard,0.01672727272727273,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 45,220,4.45,Standard,0.02022727272727273,"28.4466° N, 77.0660° E",28.4466,77.066
sector 57,220,4.4,Standard,0.02,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 60,220,4.75,Premium,0.02159090909090909,"28.4003° N, 77.0975° E",28.4003,77.0975
sector 38,220,4.99,Premium,0.02268181818181818,"28.4347° N, 77.0430° E",28.4347,77.043
sector 46,220,5.78,Premium,0.026272727272727274,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 52,220,4.25,Basic,0.019318181818181818,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 43,220,5.6,Premium,0.025454545454545452,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 45,220,4.75,Premium,0.02159090909090909,"28.4466° N, 77.0660° E",28.4466,77.066
sector 51,220,4.75,Premium,0.02159090909090909,"28.4320° N, 77.0686° E",28.432,77.0686
sector 46,220,5.2,Premium,0.023636363636363636,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 38,220,4.73,Premium,0.021500000000000002,"28.4347° N, 77.0430° E",28.4347,77.043
sector 9,220,3.15,Standard,0.014318181818181818,"28.4603° N, 77.0000° E",28.4603,77.0
sector 45,220,4.21,Basic,0.019136363636363635,"28.4466° N, 77.0660° E",28.4466,77.066
sector 47,220,4.99,Premium,0.02268181818181818,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 57,220,4.75,Standard,0.02159090909090909,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 9,220,3.4,Premium,0.015454545454545453,"28.4603° N, 77.0000° E",28.4603,77.0
sector 52,220,4.25,Standard,0.019318181818181818,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 52,220,3.5,Standard,0.015909090909090907,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 52,220,4.5,Standard,0.020454545454545454,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 50,221,4.3,Premium,0.019457013574660634,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 50,221,4.6,Premium,0.02081447963800905,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 50,222,7.0,Basic,0.03153153153153153,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 51,222,4.1,Premium,0.018468468468468467,"28.4320° N, 77.0686° E",28.432,77.0686
sector 40,222,5.85,Premium,0.02635135135135135,"28.4498° N, 77.0567° E",28.4498,77.0567
sector 50,222,4.24,Premium,0.019099099099099102,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 57,222,6.0,Basic,0.02702702702702703,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 66,223,7.6,Standard,0.034080717488789235,"28.3925° N, 77.0541° E",28.3925,77.0541
sector 60,223,5.1,Standard,0.022869955156950672,"28.4003° N, 77.0975° E",28.4003,77.0975
sector 65,223,6.0,Standard,0.026905829596412557,"28.4030° N, 77.0690° E",28.403,77.069
sector 63,223,5.1,Premium,0.022869955156950672,"28.3971° N, 77.0867° E",28.3971,77.0867
sector 66,223,7.48,Premium,0.03354260089686099,"28.3925° N, 77.0541° E",28.3925,77.0541
sector 66,223,8.01,Premium,0.03591928251121076,"28.3925° N, 77.0541° E",28.3925,77.0541
sector 63,223,5.34,Standard,0.023946188340807174,"28.3971° N, 77.0867° E",28.3971,77.0867
sector 50,223,4.4,Premium,0.019730941704035877,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 66,223,6.6,Premium,0.02959641255605381,"28.3925° N, 77.0541° E",28.3925,77.0541
sector 65,223,6.41,Premium,0.02874439461883408,"28.4030° N, 77.0690° E",28.403,77.069
sector 66,223,7.99,Standard,0.03582959641255606,"28.3925° N, 77.0541° E",28.3925,77.0541
sector 65,223,5.74,Premium,0.025739910313901347,"28.4030° N, 77.0690° E",28.403,77.069
sector 63,223,5.21,Standard,0.02336322869955157,"28.3971° N, 77.0867° E",28.3971,77.0867
sector 65,223,6.15,Premium,0.02757847533632287,"28.4030° N, 77.0690° E",28.403,77.069
sector 66,223,7.2,Standard,0.03228699551569507,"28.3925° N, 77.0541° E",28.3925,77.0541
sector 99,224,3.46,Premium,0.015446428571428571,"28.4640° N, 76.9614° E",28.464,76.9614
sector 63,224,5.09,Premium,0.022723214285714284,"28.3971° N, 77.0867° E",28.3971,77.0867
sector 92,225,3.4,Basic,0.01511111111111111,"28.4079° N, 76.9153° E",28.4079,76.9153
sector 108,225,3.3,Standard,0.014666666666666666,"28.5134° N, 76.9830° E",28.5134,76.983
sector 28,225,7.5,Standard,0.03333333333333333,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 91,225,3.0,Premium,0.013333333333333334,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 92,225,3.01,Premium,0.013377777777777777,"28.4079° N, 76.9153° E",28.4079,76.9153
sector 108,225,3.28,Standard,0.014577777777777776,"28.5134° N, 76.9830° E",28.5134,76.983
sector 88a,226,2.92,Premium,0.012920353982300885,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 67a,226,3.65,Basic,0.016150442477876104,"28.3960° N, 77.0372° E",28.396,77.0372
sector 28,226,8.0,Basic,0.035398230088495575,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 43,226,7.2,Premium,0.03185840707964602,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 28,226,8.2,Premium,0.036283185840707964,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 88b,226,2.75,Premium,0.012168141592920354,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 2,226,4.55,Standard,0.020132743362831856,"28.5095° N, 77.0320° E",28.5095,77.032
sector 50,226,4.72,Premium,0.02088495575221239,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 26,226,7.0,Standard,0.030973451327433628,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 88a,226,2.79,Premium,0.012345132743362831,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 28,226,7.5,Premium,0.033185840707964605,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 50,226,4.35,Premium,0.019247787610619467,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 50,226,4.5,Premium,0.01991150442477876,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 28,226,6.9,Standard,0.030530973451327437,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 26,226,6.75,Standard,0.029867256637168143,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 88a,226,2.7,Premium,0.011946902654867258,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 28,226,8.0,Premium,0.035398230088495575,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 88b,226,2.83,Premium,0.01252212389380531,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88a,226,2.73,Premium,0.012079646017699114,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 88a,226,3.1,Standard,0.013716814159292035,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 108,226,3.1,Premium,0.013716814159292035,"28.5134° N, 76.9830° E",28.5134,76.983
sector 26,226,6.45,Premium,0.02853982300884956,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 2,226,4.8,Standard,0.021238938053097345,"28.5095° N, 77.0320° E",28.5095,77.032
sector 26,226,8.25,Standard,0.03650442477876106,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 91,226,3.24,Premium,0.01433628318584071,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 67a,226,3.65,Premium,0.016150442477876104,"28.3960° N, 77.0372° E",28.396,77.0372
sector 91,226,3.3,Premium,0.014601769911504425,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 50,226,4.4,Standard,0.01946902654867257,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 91,226,3.24,Premium,0.01433628318584071,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 91,226,2.75,Premium,0.012168141592920354,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 28,226,7.25,Premium,0.032079646017699116,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 67a,226,3.64,Premium,0.016106194690265488,"28.3960° N, 77.0372° E",28.396,77.0372
sector 67a,226,3.75,Premium,0.016592920353982302,"28.3960° N, 77.0372° E",28.396,77.0372
sector 67a,226,3.51,Premium,0.015530973451327432,"28.3960° N, 77.0372° E",28.396,77.0372
sector 4,226,1.35,Standard,0.005973451327433629,"28.4738° N, 77.0107° E",28.4738,77.0107
sector 9,227,3.12,Basic,0.013744493392070485,"28.4603° N, 77.0000° E",28.4603,77.0
sector 89,227,2.58,Premium,0.011365638766519824,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 67,227,4.08,Premium,0.017973568281938326,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 108,227,2.99,Premium,0.013171806167400883,"28.5134° N, 76.9830° E",28.5134,76.983
sector 49,230,6.18,Basic,0.026869565217391304,"28.4121° N, 77.0480° E",28.4121,77.048
sector 47,230,6.18,Basic,0.026869565217391304,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 56,230,4.49,Premium,0.019521739130434784,"28.4245° N, 77.0991° E",28.4245,77.0991
sector 54,230,8.25,Standard,0.035869565217391305,"28.4348° N, 77.1089° E",28.4348,77.1089
sector 41,230,5.76,Premium,0.025043478260869563,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 41,230,6.25,Standard,0.02717391304347826,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 45,231,4.97,Standard,0.021515151515151515,"28.4466° N, 77.0660° E",28.4466,77.066
sector 28,232,9.2,Basic,0.0396551724137931,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 15,234,5.25,Basic,0.022435897435897436,"28.4621° N, 77.0464° E",28.4621,77.0464
sector 57,234,5.05,Basic,0.02158119658119658,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 91,234,3.5,Standard,0.014957264957264958,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 55,234,4.5,Standard,0.019230769230769232,"28.4281° N, 77.1100° E",28.4281,77.11
sector 49,234,5.6,Premium,0.02393162393162393,"28.4121° N, 77.0480° E",28.4121,77.048
sector 99,234,4.5,Premium,0.019230769230769232,"28.4640° N, 76.9614° E",28.464,76.9614
sector 41,236,5.66,Standard,0.023983050847457627,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 57,237,4.4,Standard,0.01856540084388186,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 45,237,4.3,Standard,0.018143459915611813,"28.4466° N, 77.0660° E",28.4466,77.066
sector 99,247,4.28,Premium,0.017327935222672067,"28.4640° N, 76.9614° E",28.464,76.9614
sector 99,247,4.0,Premium,0.016194331983805668,"28.4640° N, 76.9614° E",28.464,76.9614
sector 99,247,4.01,Premium,0.016234817813765182,"28.4640° N, 76.9614° E",28.464,76.9614
sector 43,250,9.0,Basic,0.036,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 67,250,3.89,Premium,0.015560000000000001,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 57,250,5.54,Premium,0.02216,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 67a,250,4.04,Premium,0.01616,"28.3960° N, 77.0372° E",28.396,77.0372
sector 57,250,5.6,Standard,0.0224,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 91,250,3.6,Premium,0.0144,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 55,251,5.9,Basic,0.023505976095617533,"28.4281° N, 77.1100° E",28.4281,77.11
sector 12,251,2.75,Basic,0.010956175298804782,"28.4723° N, 77.0320° E",28.4723,77.032
sector 43,251,8.0,Basic,0.03187250996015936,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 105,251,1.2,Basic,0.004780876494023904,"28.4952° N, 77.0114° E",28.4952,77.0114
sector 43,251,1.8,Basic,0.007171314741035857,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 82a,251,4.95,Basic,0.019721115537848607,"28.3858° N, 76.9686° E",28.3858,76.9686
sector 43,251,8.11,Basic,0.032310756972111554,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 26,251,8.0,Basic,0.03187250996015936,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 26,251,9.5,Basic,0.037848605577689244,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 25,251,8.51,Basic,0.03390438247011952,"28.4844° N, 77.0860° E",28.4844,77.086
sector 26,251,8.75,Basic,0.0348605577689243,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 43,251,8.15,Basic,0.03247011952191235,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,251,6.7,Basic,0.026693227091633468,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,251,8.25,Basic,0.03286852589641434,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 25,251,7.5,Basic,0.029880478087649404,"28.4844° N, 77.0860° E",28.4844,77.086
sector 25,251,8.5,Basic,0.03386454183266932,"28.4844° N, 77.0860° E",28.4844,77.086
sector 25,251,8.25,Basic,0.03286852589641434,"28.4844° N, 77.0860° E",28.4844,77.086
sector 43,251,7.05,Standard,0.028087649402390436,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,251,6.8,Standard,0.027091633466135457,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 57,251,5.55,Premium,0.022111553784860558,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,251,5.7,Standard,0.022709163346613548,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 26,251,8.2,Premium,0.03266932270916335,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 83,251,3.75,Premium,0.014940239043824702,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 57,251,5.0,Premium,0.0199203187250996,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 88b,251,3.3,Premium,0.013147410358565736,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 99,251,4.35,Premium,0.017330677290836653,"28.4640° N, 76.9614° E",28.464,76.9614
sector 43,251,6.87,Premium,0.027370517928286854,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 82a,251,2.55,Premium,0.010159362549800797,"28.3858° N, 76.9686° E",28.3858,76.9686
sector 43,251,7.15,Standard,0.028486055776892432,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,251,7.1,Standard,0.028286852589641434,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 25,251,8.4,Premium,0.03346613545816733,"28.4844° N, 77.0860° E",28.4844,77.086
sector 43,251,7.9,Premium,0.03147410358565737,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 83,251,3.3,Premium,0.013147410358565736,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 60,251,5.5,Premium,0.021912350597609563,"28.4003° N, 77.0975° E",28.4003,77.0975
sector 43,251,7.35,Standard,0.029282868525896413,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 57,251,4.9,Premium,0.019521912350597612,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 43,251,6.2,Standard,0.024701195219123506,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 55,251,5.7,Premium,0.022709163346613548,"28.4281° N, 77.1100° E",28.4281,77.11
sector 43,251,6.5,Basic,0.025896414342629483,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,251,8.0,Premium,0.03187250996015936,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 4,251,3.65,Standard,0.01454183266932271,"28.4738° N, 77.0107° E",28.4738,77.0107
sector 37d,251,1.98,Premium,0.007888446215139441,"28.4478° N, 76.9703° E",28.4478,76.9703
sector 11,251,0.24,Premium,0.0009561752988047808,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 51,251,3.0,Premium,0.01195219123505976,"28.4320° N, 77.0686° E",28.432,77.0686
sector 88b,251,2.91,Premium,0.011593625498007968,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88b,251,2.85,Premium,0.011354581673306774,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 57,251,6.45,Standard,0.025697211155378485,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,251,5.85,Standard,0.02330677290836653,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 43,251,7.5,Premium,0.029880478087649404,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 26,251,8.25,Premium,0.03286852589641434,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 25,251,8.3,Premium,0.03306772908366534,"28.4844° N, 77.0860° E",28.4844,77.086
sector 25,251,8.5,Premium,0.03386454183266932,"28.4844° N, 77.0860° E",28.4844,77.086
sector 43,251,6.0,Premium,0.02390438247011952,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 73,251,6.05,Premium,0.024103585657370516,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 25,251,9.75,Basic,0.03884462151394422,"28.4844° N, 77.0860° E",28.4844,77.086
sector 43,251,7.5,Standard,0.029880478087649404,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,251,8.55,Standard,0.03406374501992032,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,251,8.54,Standard,0.03402390438247012,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,251,7.54,Standard,0.0300398406374502,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 55,251,5.25,Standard,0.02091633466135458,"28.4281° N, 77.1100° E",28.4281,77.11
sector 88b,251,2.7,Premium,0.010756972111553785,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 91,251,3.9,Standard,0.015537848605577689,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 55,251,5.9,Premium,0.023505976095617533,"28.4281° N, 77.1100° E",28.4281,77.11
sector 83,251,3.72,Premium,0.014820717131474105,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 83,251,3.45,Premium,0.013745019920318726,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 43,251,6.75,Premium,0.026892430278884463,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 60,251,6.1,Premium,0.024302788844621514,"28.4003° N, 77.0975° E",28.4003,77.0975
sector 102,251,4.4,Premium,0.01752988047808765,"28.4750° N, 76.9715° E",28.475,76.9715
sector 67,251,4.2,Premium,0.016733067729083666,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 55,251,6.11,Basic,0.024342629482071713,"28.4281° N, 77.1100° E",28.4281,77.11
sector 88a,252,3.31,Premium,0.013134920634920635,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 99,252,4.35,Premium,0.01726190476190476,"28.4640° N, 76.9614° E",28.464,76.9614
sector 57,253,5.5,Basic,0.021739130434782608,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,253,6.0,Basic,0.023715415019762844,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 102,253,3.39,Premium,0.013399209486166009,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,253,4.5,Premium,0.017786561264822136,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,253,4.39,Premium,0.01735177865612648,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,253,4.24,Premium,0.016758893280632414,"28.4750° N, 76.9715° E",28.475,76.9715
sector 99,253,4.81,Premium,0.01901185770750988,"28.4640° N, 76.9614° E",28.464,76.9614
sector 102,253,4.99,Premium,0.019723320158102766,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,253,6.06,Premium,0.023952569169960473,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,253,5.3,Premium,0.020948616600790514,"28.4750° N, 76.9715° E",28.475,76.9715
sector 51,253,6.96,Standard,0.0275098814229249,"28.4320° N, 77.0686° E",28.432,77.0686
sector 102,253,4.25,Premium,0.016798418972332016,"28.4750° N, 76.9715° E",28.475,76.9715
sector 67,255,0.92,Basic,0.0036078431372549022,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 2,257,1.5,Basic,0.005836575875486381,"28.5095° N, 77.0320° E",28.5095,77.032
sector 102,258,2.63,Premium,0.010193798449612403,"28.4750° N, 76.9715° E",28.475,76.9715
sector 25,260,8.8,Premium,0.03384615384615385,"28.4844° N, 77.0860° E",28.4844,77.086
sector 15,261,7.7,Standard,0.029501915708812262,"28.4621° N, 77.0464° E",28.4621,77.0464
sector 99,261,4.12,Premium,0.01578544061302682,"28.4640° N, 76.9614° E",28.464,76.9614
sector 88b,261,2.8,Premium,0.010727969348659003,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 10a,263,3.92,Basic,0.014904942965779468,"28.4469° N, 77.0106° E",28.4469,77.0106
sector 10a,263,3.75,Basic,0.014258555133079848,"28.4469° N, 77.0106° E",28.4469,77.0106
sector 25,264,8.0,Basic,0.030303030303030304,"28.4844° N, 77.0860° E",28.4844,77.086
sector 28,264,9.48,Basic,0.03590909090909091,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 24,264,7.0,Basic,0.026515151515151516,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 24,264,5.25,Premium,0.019886363636363636,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 26,264,8.66,Premium,0.032803030303030306,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 25,264,8.85,Premium,0.033522727272727273,"28.4844° N, 77.0860° E",28.4844,77.086
sector 26,264,9.1,Premium,0.03446969696969697,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 108,264,3.48,Premium,0.013181818181818182,"28.5134° N, 76.9830° E",28.5134,76.983
sector 24,264,5.68,Standard,0.021515151515151515,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 25,264,9.5,Standard,0.03598484848484849,"28.4844° N, 77.0860° E",28.4844,77.086
sector 25,264,9.5,Standard,0.03598484848484849,"28.4844° N, 77.0860° E",28.4844,77.086
sector 24,264,6.0,Standard,0.022727272727272728,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 24,264,6.64,Standard,0.02515151515151515,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 25,264,8.5,Premium,0.032196969696969696,"28.4844° N, 77.0860° E",28.4844,77.086
sector 24,264,7.1,Standard,0.026893939393939394,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 55,265,5.1,Basic,0.019245283018867923,"28.4281° N, 77.1100° E",28.4281,77.11
sector 89,266,3.2,Premium,0.012030075187969926,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 22,268,2.45,Standard,0.00914179104477612,"28.5072° N, 77.0640° E",28.5072,77.064
sector 25,268,9.92,Basic,0.037014925373134326,"28.4844° N, 77.0860° E",28.4844,77.086
sector 88b,268,3.68,Premium,0.01373134328358209,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88b,268,3.52,Premium,0.013134328358208954,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 102,272,4.55,Premium,0.016727941176470588,"28.4750° N, 76.9715° E",28.475,76.9715
