property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price_per_sqft,coordinates,latitude,longitude
house,sector 2,4.0,4.0,4.0,3+,Moderately Old,2400.0,1.0,0.0,0.0,Low,Low Floor,0.0016666666666666668,"28.5095° N, 77.0320° E",28.5095,77.032
flat,sector 66,2.85,3.0,3.0,3,Relatively New,1950.0,0.0,0.0,1.0,Medium,High Floor,0.0014615384615384616,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,sector 81,0.5,2.0,2.0,1,New Property,704.0,0.0,0.0,2.0,Medium,High Floor,0.0007102272727272727,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 77,2.1,3.0,3.0,3,New Property,1833.0,1.0,0.0,0.0,Low,High Floor,0.0011456628477905075,"28.3801° N, 76.9845° E",28.3801,76.9845
house,sector 7,2.0,2.0,2.0,1,Relatively New,1800.0,0.0,0.0,0.0,Low,Low Floor,0.0011111111111111111,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,sector 65,6.15,3.0,5.0,3+,Relatively New,4271.0,1.0,0.0,2.0,Low,Low Floor,0.0014399438070709437,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 84,0.92,3.0,3.0,3,Relatively New,1652.0,0.0,0.0,0.0,Medium,Low Floor,0.0005569007263922518,"28.3979° N, 76.9736° E",28.3979,76.9736
house,sector 28,1.45,3.0,2.0,1,Relatively New,1800.0,0.0,0.0,0.0,Low,Low Floor,0.0008055555555555556,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,sector 2,1.55,3.0,4.0,3+,Moderately Old,1738.0,1.0,0.0,0.0,Medium,Mid Floor,0.0008918296892980438,"28.5095° N, 77.0320° E",28.5095,77.032
flat,sector 103,2.36,4.0,6.0,3+,Relatively New,2729.0,1.0,0.0,1.0,High,Mid Floor,0.000864785635764016,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sector 104,1.2,2.0,2.0,2,Under Construction,877.0,0.0,0.0,0.0,Low,High Floor,0.0013683010262257695,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sector 92,0.5,2.0,2.0,3,Moderately Old,905.0,0.0,0.0,0.0,Low,Low Floor,0.0005524861878453039,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 110,3.25,4.0,4.0,3,Relatively New,3077.0,1.0,0.0,0.0,Medium,High Floor,0.0010562235944101398,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,sector 102,1.35,2.0,2.0,2,Under Construction,828.0,0.0,0.0,0.0,Low,Mid Floor,0.0016304347826086958,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 65,2.35,3.0,3.0,2,Relatively New,1650.0,1.0,0.0,0.0,High,Mid Floor,0.0014242424242424242,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 37,0.38,2.0,2.0,1,Relatively New,925.0,0.0,0.0,0.0,Medium,Mid Floor,0.0004108108108108108,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,sector 56,2.11,3.0,2.0,3,Relatively New,2250.0,0.0,0.0,1.0,Medium,Mid Floor,0.0009377777777777777,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sector 74,1.48,2.0,2.0,3,Relatively New,1300.0,0.0,1.0,0.0,High,High Floor,0.0011384615384615385,"28.4158° N, 77.0118° E",28.4158,77.0118
house,sector 26,17.0,5.0,6.0,3,Old Property,4518.0,1.0,1.0,1.0,Medium,Low Floor,0.0037627268702965914,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,sector 36,0.41,2.0,2.0,3,New Property,654.0,0.0,0.0,0.0,Low,Mid Floor,0.0006269113149847094,"28.4160° N, 76.9914° E",28.416,76.9914
flat,sector 85,2.05,4.0,4.0,3+,Relatively New,2500.0,1.0,0.0,1.0,Low,Mid Floor,0.00082,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 109,2.95,4.0,5.0,3+,Relatively New,2851.0,1.0,0.0,0.0,Medium,Mid Floor,0.0010347246580147318,"28.5073° N, 77.0089° E",28.5073,77.0089
house,sector 7,2.43,4.0,4.0,2,Old Property,345.0,0.0,1.0,0.0,Low,Mid Floor,0.007043478260869565,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,sector 92,0.95,4.0,5.0,3+,Moderately Old,1717.0,1.0,0.0,0.0,Low,Mid Floor,0.000553290623179965,"28.4079° N, 76.9153° E",28.4079,76.9153
house,sector 48,7.25,4.0,4.0,3,Relatively New,3240.0,1.0,1.0,1.0,Medium,Low Floor,0.0022376543209876544,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,sector 83,1.19,3.0,3.0,2,Relatively New,1778.0,1.0,0.0,1.0,Low,Mid Floor,0.0006692913385826771,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sector 99,0.59,2.0,2.0,3,Under Construction,1133.0,0.0,0.0,0.0,Medium,Low Floor,0.0005207413945278023,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 111,0.6,2.0,2.0,3,New Property,789.0,0.0,0.0,0.0,Medium,Mid Floor,0.0007604562737642585,"28.5238° N, 77.0320° E",28.5238,77.032
flat,sector 61,1.41,2.0,2.0,2,Under Construction,1150.0,0.0,0.0,0.0,Medium,Low Floor,0.0012260869565217391,"28.4050° N, 77.0963° E",28.405,77.0963
flat,sector 48,1.75,3.0,3.0,3,Old Property,2200.0,1.0,0.0,1.0,Medium,Mid Floor,0.0007954545454545455,"28.4177° N, 77.0359° E",28.4177,77.0359
house,sector 66,15.1,5.0,5.0,3+,New Property,8067.799999999999,1.0,1.0,0.0,Medium,Mid Floor,0.001871637869059719,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,sector 43,2.75,3.0,4.0,3+,Moderately Old,2222.0,1.0,0.0,1.0,Low,Mid Floor,0.0012376237623762376,"28.4629° N, 77.0772° E",28.4629,77.0772
house,sector 47,5.25,9.0,9.0,3+,Relatively New,4650.0,1.0,0.0,1.0,Medium,Mid Floor,0.0011290322580645162,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,sector 68,1.0,2.0,2.0,3,New Property,1311.0,0.0,0.0,0.0,Low,High Floor,0.0007627765064836003,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,sector 71,0.95,2.0,2.0,2,Moderately Old,1084.0,0.0,0.0,1.0,Medium,Mid Floor,0.0008763837638376383,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,sector 1,0.85,3.0,3.0,3+,Moderately Old,1946.0,1.0,0.0,0.0,Low,Mid Floor,0.0004367934224049332,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 54,3.25,3.0,3.0,3+,Old Property,2558.0,0.0,0.0,1.0,Medium,Low Floor,0.0012705238467552776,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,sector 83,1.25,3.0,3.0,2,Relatively New,1792.0,1.0,0.0,0.0,Medium,Low Floor,0.0006975446428571429,"28.3986° N, 76.9647° E",28.3986,76.9647
house,sector 28,8.4,4.0,4.0,3+,Relatively New,2430.0,1.0,1.0,1.0,Medium,Low Floor,0.0034567901234567903,"28.4728° N, 77.0865° E",28.4728,77.0865
house,sector 4,0.8,5.0,4.0,3,Under Construction,146.0,0.0,0.0,0.0,Low,Mid Floor,0.005479452054794521,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,sector 68,1.0,2.0,2.0,3,Relatively New,889.0,0.0,0.0,0.0,Low,High Floor,0.0011248593925759281,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,sector 111,3.4,4.0,5.0,3+,Relatively New,2670.0,1.0,0.0,1.0,Medium,High Floor,0.0012734082397003745,"28.5238° N, 77.0320° E",28.5238,77.032
flat,sector 103,0.93,2.0,3.0,3,Relatively New,1613.0,1.0,0.0,1.0,Medium,Mid Floor,0.0005765654060756355,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sector 62,10.75,5.0,7.0,3,Relatively New,4990.0,1.0,0.0,1.0,High,Mid Floor,0.002154308617234469,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,sector 56,1.55,3.0,3.0,3+,Moderately Old,1810.0,1.0,0.0,1.0,Low,Mid Floor,0.0008563535911602211,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sector 95,0.9,3.0,3.0,1,Relatively New,2000.0,0.0,0.0,0.0,Medium,High Floor,0.00045,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,sector 81,2.45,3.0,3.0,2,Relatively New,1800.0,1.0,0.0,1.0,High,Mid Floor,0.0013611111111111111,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 68,0.92,2.0,2.0,3,Under Construction,1127.0,0.0,0.0,0.0,Medium,Mid Floor,0.0008163265306122449,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,sector 69,1.4,3.0,3.0,1,Relatively New,1376.0,0.0,0.0,0.0,High,High Floor,0.0010174418604651163,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,sector 99,0.27,2.0,2.0,1,Relatively New,498.0,0.0,0.0,0.0,Medium,Mid Floor,0.0005421686746987952,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 70,2.0,4.0,5.0,3+,Moderately Old,2114.0,1.0,0.0,1.0,Medium,Mid Floor,0.000946073793755913,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,sector 76,0.5,2.0,2.0,1,Under Construction,844.0,0.0,0.0,0.0,Medium,Mid Floor,0.0005924170616113745,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,sector 104,0.2,1.0,1.0,1,Relatively New,301.0,0.0,0.0,0.0,Medium,Mid Floor,0.000664451827242525,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sector 106,3.2,3.0,3.0,3+,Under Construction,2224.0,1.0,0.0,0.0,Low,Mid Floor,0.0014388489208633094,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 70,1.63,3.0,5.0,3,Relatively New,1527.0,1.0,0.0,0.0,Low,High Floor,0.0010674525212835625,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,sector 67a,2.0,3.0,3.0,2,Under Construction,1346.0,0.0,0.0,0.0,Low,Mid Floor,0.0014858841010401188,"28.3960° N, 77.0372° E",28.396,77.0372
flat,sector 79,1.29,2.0,2.0,3,New Property,1423.0,0.0,0.0,0.0,Low,Mid Floor,0.0009065354884047786,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sector 79,1.25,2.0,2.0,3,Relatively New,1383.0,0.0,0.0,0.0,Low,Low Floor,0.0009038322487346348,"28.3624° N, 76.9787° E",28.3624,76.9787
house,sector 103,3.25,4.0,3.0,3+,Under Construction,4000.0,0.0,0.0,0.0,Medium,High Floor,0.0008125,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sector 33,1.4,2.0,2.0,3,Under Construction,1448.0,0.0,0.0,0.0,Medium,High Floor,0.0009668508287292817,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 56,1.45,3.0,3.0,3+,Moderately Old,1719.0,0.0,0.0,1.0,Medium,Low Floor,0.0008435136707388016,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sector 85,1.25,3.0,4.0,2,Relatively New,1900.0,1.0,0.0,1.0,High,Mid Floor,0.0006578947368421052,"28.4042° N, 76.9513° E",28.4042,76.9513
house,sector 8,0.59,2.0,2.0,2,Moderately Old,585.0,0.0,0.0,0.0,Low,Low Floor,0.0010085470085470084,"28.3738° N, 76.8970° E",28.3738,76.897
flat,sector 49,2.9,4.0,4.0,3+,Moderately Old,2157.0,1.0,0.0,0.0,Medium,Mid Floor,0.0013444598980064905,"28.4121° N, 77.0480° E",28.4121,77.048
flat,sector 65,2.15,2.0,2.0,3+,Relatively New,1433.0,0.0,0.0,0.0,Low,High Floor,0.0015003489183531052,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 62,7.56,4.0,4.0,3+,Relatively New,4200.0,1.0,0.0,1.0,Medium,High Floor,0.0018,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,sector 83,0.75,2.0,2.0,2,Relatively New,1199.0,0.0,0.0,1.0,Low,Mid Floor,0.0006255212677231026,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sector 65,2.29,3.0,4.0,3+,Relatively New,1833.0,1.0,0.0,2.0,High,Low Floor,0.0012493180578286962,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 99,1.9,4.0,4.0,3+,New Property,2835.0,0.0,0.0,0.0,Medium,Low Floor,0.0006701940035273368,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 63a,3.7,3.0,3.0,3+,Under Construction,2667.0,0.0,0.0,0.0,Medium,Low Floor,0.001387326584176978,"28.3923° N, 77.0888° E",28.3923,77.0888
house,sector 41,9.25,9.0,9.0,3+,Moderately Old,5000.0,1.0,1.0,1.0,Medium,Mid Floor,0.00185,"28.4557° N, 77.0632° E",28.4557,77.0632
flat,sector 102,1.54,3.0,3.0,3,Relatively New,1315.0,1.0,0.0,0.0,Medium,High Floor,0.0011711026615969582,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 12,2.7,4.0,3.0,3,Old Property,3150.0,0.0,0.0,0.0,Low,Mid Floor,0.0008571428571428572,"28.4723° N, 77.0320° E",28.4723,77.032
house,sector 41,9.35,10.0,10.0,3+,Moderately Old,7500.0,1.0,0.0,1.0,Medium,Mid Floor,0.0012466666666666665,"28.4557° N, 77.0632° E",28.4557,77.0632
flat,sector 72,3.21,3.0,4.0,3+,Relatively New,2140.0,1.0,0.0,1.0,High,High Floor,0.0015,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,sector 111,3.5,4.0,5.0,3+,Relatively New,2700.0,1.0,0.0,1.0,Low,Mid Floor,0.0012962962962962963,"28.5238° N, 77.0320° E",28.5238,77.032
flat,sector 86,1.3,3.0,3.0,3,Relatively New,1715.0,1.0,0.0,1.0,Low,High Floor,0.0007580174927113703,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,sector 108,0.7,2.0,2.0,1,Moderately Old,1468.0,0.0,0.0,0.0,Low,Mid Floor,0.0004768392370572207,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sector 104,2.55,4.0,4.0,3+,Relatively New,2303.0,1.0,0.0,0.0,Low,Mid Floor,0.001107251411202779,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sector 109,1.75,3.0,3.0,3,New Property,1466.0,0.0,0.0,0.0,Low,Mid Floor,0.0011937244201909959,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 81,4.7,4.0,4.0,3+,Relatively New,6268.0,1.0,0.0,1.0,Medium,High Floor,0.0007498404594767071,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 5,0.4,3.0,2.0,1,Relatively New,1000.0,0.0,0.0,0.0,Low,Mid Floor,0.0004,"28.4794° N, 77.0176° E",28.4794,77.0176
house,sector 43,11.5,7.0,8.0,3+,Old Property,9000.0,1.0,1.0,1.0,Low,Mid Floor,0.0012777777777777779,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,sector 72,6.75,4.0,4.0,3+,New Property,4000.0,1.0,0.0,1.0,High,Low Floor,0.0016875,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,sector 33,1.55,3.0,4.0,1,Relatively New,1421.0,1.0,0.0,0.0,Low,Low Floor,0.0010907811400422238,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 85,0.67,2.0,2.0,2,Relatively New,1250.0,0.0,0.0,1.0,High,Mid Floor,0.000536,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 107,0.5,2.0,2.0,1,Relatively New,494.0,0.0,0.0,0.0,Medium,High Floor,0.0010121457489878543,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,sector 102,1.45,3.0,3.0,3,Relatively New,1300.0,1.0,0.0,0.0,Low,Mid Floor,0.0011153846153846153,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 81,0.9,3.0,3.0,0,Relatively New,1780.0,0.0,0.0,0.0,Low,Mid Floor,0.0005056179775280899,"28.3867° N, 76.9485° E",28.3867,76.9485
house,sector 67,1.85,3.0,3.0,3,Moderately Old,278.0,0.0,0.0,0.0,Low,Low Floor,0.006654676258992806,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,sector 15,1.4,4.0,3.0,3,Old Property,1444.0,0.0,0.0,1.0,Medium,Mid Floor,0.0009695290858725761,"28.4621° N, 77.0464° E",28.4621,77.0464
flat,sector 67,2.8,3.0,3.0,3,Relatively New,2048.0,0.0,1.0,2.0,High,Low Floor,0.0013671875,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,sector 5,0.28,2.0,2.0,1,Relatively New,600.0,0.0,0.0,0.0,Medium,Mid Floor,0.0004666666666666667,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,sector 90,1.25,3.0,3.0,3,Relatively New,1557.0,0.0,0.0,0.0,Medium,High Floor,0.0008028259473346178,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 104,2.49,3.0,3.0,3+,Relatively New,2217.0,1.0,0.0,1.0,Medium,High Floor,0.0011231393775372126,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sector 90,0.64,2.0,2.0,3,Old Property,1199.0,0.0,0.0,0.0,Medium,Mid Floor,0.0005337781484570476,"28.4085° N, 76.9369° E",28.4085,76.9369
house,sector 11,2.5,5.0,4.0,3,Old Property,1850.0,0.0,1.0,0.0,Low,Low Floor,0.0013513513513513514,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,sector 39,2.0,5.0,4.0,3,Old Property,3556.0,1.0,0.0,2.0,Low,Mid Floor,0.0005624296962879641,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,sector 74,1.5,2.0,2.0,1,New Property,1556.0,0.0,0.0,0.0,Low,Mid Floor,0.0009640102827763496,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,sector 77,0.75,2.0,2.0,2,Relatively New,1180.0,0.0,0.0,1.0,High,Mid Floor,0.000635593220338983,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,sector 103,0.9,2.0,2.0,2,Relatively New,1222.0,0.0,0.0,0.0,Low,Low Floor,0.0007364975450081834,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sector 36,0.5,1.0,1.0,1,New Property,600.0,0.0,0.0,0.0,Low,Mid Floor,0.0008333333333333334,"28.4160° N, 76.9914° E",28.416,76.9914
house,sector 13,9.0,10.0,5.0,3+,Old Property,8100.0,0.0,0.0,0.0,Low,Mid Floor,0.0011111111111111111,"28.4757° N, 77.0392° E",28.4757,77.0392
flat,sector 67,1.0,1.0,1.0,1,Relatively New,826.0,0.0,0.0,0.0,Low,High Floor,0.0012106537530266344,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,sector 22,1.75,2.0,2.0,2,Under Construction,1249.0,0.0,0.0,0.0,Medium,High Floor,0.0014011208967173738,"28.5072° N, 77.0640° E",28.5072,77.064
house,sector 3,1.5,3.0,3.0,0,Old Property,210.0,0.0,0.0,0.0,Low,Low Floor,0.007142857142857143,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 54,5.7,3.0,3.0,3,Moderately Old,1382.0,0.0,0.0,0.0,Low,Low Floor,0.004124457308248915,"28.4348° N, 77.1089° E",28.4348,77.1089
house,sector 55,5.6,6.0,4.0,3,Old Property,2700.0,1.0,0.0,1.0,Low,Mid Floor,0.002074074074074074,"28.4281° N, 77.1100° E",28.4281,77.11
flat,sector 108,2.0,4.0,4.0,3+,Relatively New,2500.0,1.0,0.0,1.0,High,Mid Floor,0.0008,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sector 91,0.9,2.0,2.0,2,Relatively New,1186.0,0.0,0.0,2.0,Medium,High Floor,0.0007588532883642496,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,sector 50,2.7,3.0,3.0,3+,Moderately Old,2400.0,1.0,0.0,0.0,High,Mid Floor,0.0011250000000000001,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sector 69,0.6,2.0,1.0,1,Relatively New,667.0,0.0,0.0,0.0,Low,High Floor,0.0008995502248875562,"28.3966° N, 77.0341° E",28.3966,77.0341
house,sector 33,0.85,3.0,2.0,0,Relatively New,900.0,0.0,0.0,0.0,Low,Low Floor,0.0009444444444444444,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 66,2.8,3.0,4.0,3,Relatively New,1700.0,1.0,0.0,1.0,Medium,Mid Floor,0.0016470588235294116,"28.3925° N, 77.0541° E",28.3925,77.0541
house,sector 57,6.25,9.0,9.0,3+,New Property,2660.0,1.0,0.0,1.0,Medium,Mid Floor,0.002349624060150376,"28.4232° N, 77.0752° E",28.4232,77.0752
house,sector 93,1.3,3.0,2.0,1,Relatively New,1152.0,0.0,0.0,0.0,Medium,Mid Floor,0.0011284722222222223,"28.4153° N, 76.9326° E",28.4153,76.9326
house,sector 24,1.9,10.0,9.0,3+,Relatively New,5018.0,0.0,0.0,2.0,Low,Mid Floor,0.00037863690713431646,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,sector 106,0.39,1.0,1.0,1,Relatively New,567.0,0.0,0.0,0.0,Medium,Mid Floor,0.0006878306878306879,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,manesar,0.81,3.0,3.0,3+,Moderately Old,1900.0,1.0,0.0,0.0,Medium,Low Floor,0.00042631578947368426,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,sector 85,1.77,3.0,4.0,3,Moderately Old,1450.0,1.0,0.0,1.0,Medium,Mid Floor,0.0012206896551724138,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 104,2.65,4.0,4.0,3+,Relatively New,2851.0,1.0,0.0,0.0,High,Mid Floor,0.0009294984216064538,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sector 84,0.41,2.0,2.0,2,New Property,565.0,0.0,0.0,1.0,Low,Mid Floor,0.0007256637168141592,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,sector 92,2.0,4.0,5.0,3+,Relatively New,2453.0,1.0,0.0,1.0,Medium,High Floor,0.0008153281695882593,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 81,2.4,3.0,3.0,3+,Relatively New,1650.0,1.0,0.0,2.0,Low,High Floor,0.0014545454545454545,"28.3867° N, 76.9485° E",28.3867,76.9485
house,sector 4,0.47,2.0,1.0,1,Moderately Old,624.0,0.0,1.0,0.0,Low,Low Floor,0.0007532051282051281,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,sector 84,0.85,2.0,2.0,3,New Property,1222.0,0.0,0.0,0.0,Low,Mid Floor,0.0006955810147299509,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,sector 37d,1.17,2.0,2.0,2,Relatively New,1276.0,0.0,0.0,0.0,Medium,Low Floor,0.0009169278996865203,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sector 67,3.5,3.0,4.0,3,Relatively New,2225.0,1.0,1.0,1.0,High,High Floor,0.0015730337078651685,"28.3859° N, 77.0608° E",28.3859,77.0608
house,sector 57,6.21,6.0,6.0,3+,Old Property,2700.0,1.0,1.0,0.0,Medium,Mid Floor,0.0023,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,sector 66,1.5,2.0,3.0,3,Relatively New,1330.0,1.0,0.0,1.0,Medium,Low Floor,0.0011278195488721805,"28.3925° N, 77.0541° E",28.3925,77.0541
house,sector 2,5.7,5.0,5.0,2,Old Property,4550.0,0.0,0.0,2.0,Medium,Low Floor,0.0012527472527472528,"28.5095° N, 77.0320° E",28.5095,77.032
flat,sector 79,0.95,2.0,2.0,3,New Property,1385.0,0.0,0.0,0.0,Low,Mid Floor,0.0006859205776173284,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sector 36,0.37,1.0,1.0,1,Relatively New,319.0,0.0,0.0,1.0,Medium,Mid Floor,0.0011598746081504703,"28.4160° N, 76.9914° E",28.416,76.9914
flat,sector 14,2.75,4.0,5.0,3+,Old Property,2200.0,1.0,0.0,2.0,Medium,Mid Floor,0.00125,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,sector 50,6.75,4.0,4.0,0,Moderately Old,3395.0,0.0,0.0,0.0,Low,Mid Floor,0.0019882179675994108,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sector 108,1.25,3.0,3.0,3,Relatively New,1500.0,1.0,0.0,0.0,High,Low Floor,0.0008333333333333334,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sector 43,2.1,3.0,3.0,1,Old Property,1233.0,0.0,1.0,1.0,Medium,Low Floor,0.0017031630170316302,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,sector 67a,1.9,4.0,4.0,3,New Property,1991.0,0.0,0.0,1.0,Medium,Mid Floor,0.0009542943244600703,"28.3960° N, 77.0372° E",28.396,77.0372
house,sector 3,0.8,2.0,4.0,1,Moderately Old,981.0,0.0,0.0,0.0,Low,Low Floor,0.0008154943934760449,"28.4909° N, 77.0176° E",28.4909,77.0176
house,sector 33,9.5,6.0,6.0,3+,Moderately Old,4914.0,0.0,0.0,1.0,Low,Mid Floor,0.0019332519332519332,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 1,2.01,4.0,4.0,3+,Moderately Old,1956.0,0.0,0.0,2.0,Low,Mid Floor,0.0010276073619631901,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sector 71,0.37,1.0,1.0,2,Relatively New,450.0,0.0,0.0,0.0,Medium,Low Floor,0.0008222222222222222,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,sector 107,1.4,3.0,4.0,3+,Relatively New,2137.0,1.0,0.0,0.0,Medium,Mid Floor,0.0006551240056153486,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,sector 69,1.76,3.0,4.0,2,Relatively New,1674.0,0.0,0.0,0.0,High,Low Floor,0.001051373954599761,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,sector 90,1.42,4.0,4.0,3+,Moderately Old,2139.0,1.0,1.0,0.0,Low,Mid Floor,0.0006638616175783076,"28.4085° N, 76.9369° E",28.4085,76.9369
house,sector 5,1.0,3.0,4.0,2,Relatively New,900.0,0.0,0.0,0.0,Low,Low Floor,0.0011111111111111111,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,sector 102,1.1,2.0,2.0,1,Under Construction,817.0,0.0,0.0,0.0,Medium,Mid Floor,0.001346389228886169,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 77,1.9,3.0,4.0,3+,New Property,1582.0,1.0,0.0,1.0,Low,Mid Floor,0.0012010113780025285,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,sector 54,1.75,3.0,3.0,3+,Moderately Old,2100.0,1.0,0.0,1.0,Medium,Mid Floor,0.0008333333333333334,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,sector 77,1.55,4.0,4.0,3+,Relatively New,1800.0,1.0,0.0,2.0,Low,Low Floor,0.0008611111111111111,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,sector 84,1.2,2.0,2.0,1,Relatively New,1149.0,0.0,0.0,0.0,Low,Mid Floor,0.0010443864229765013,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,sector 86,1.28,3.0,4.0,3+,Moderately Old,1740.0,1.0,0.0,0.0,Medium,High Floor,0.000735632183908046,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,sector 82a,1.25,3.0,2.0,3,Relatively New,1667.0,0.0,0.0,1.0,Medium,Low Floor,0.0007498500299940012,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,sector 85,0.69,2.0,2.0,2,Relatively New,1075.0,0.0,0.0,0.0,Low,Mid Floor,0.000641860465116279,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 72,3.3,3.0,3.0,3+,Relatively New,2000.0,1.0,0.0,1.0,High,Mid Floor,0.00165,"28.4225° N, 77.0211° E",28.4225,77.0211
