property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price_per_sqft,coordinates,latitude,longitude
house,sector 7,0.27,2.0,2.0,1,Moderately Old,225.0,0.0,0.0,0.0,Low,Low Floor,0.0012000000000000001,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,sector 86,0.41,2.0,2.0,1,New Property,557.0,1.0,0.0,0.0,Low,Mid Floor,0.0007360861759425493,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,sector 81,2.5,3.0,3.0,2,Relatively New,2130.0,1.0,0.0,2.0,Medium,Mid Floor,0.0011737089201877935,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 69,1.55,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,1.0,High,Mid Floor,0.0010854341736694678,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,sector 63,0.88,1.0,1.0,2,New Property,804.0,0.0,0.0,0.0,Low,Mid Floor,0.0010945273631840797,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,sector 79,1.33,2.0,2.0,3,Relatively New,1411.0,0.0,0.0,0.0,High,Mid Floor,0.0009425939050318923,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sector 79,1.34,2.0,2.0,3,Relatively New,1423.0,0.0,0.0,0.0,High,Low Floor,0.0009416725228390724,"28.3624° N, 76.9787° E",28.3624,76.9787
house,sector 43,8.25,5.0,6.0,3+,Moderately Old,2700.0,1.0,1.0,1.0,Medium,Mid Floor,0.0030555555555555557,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,sector 56,1.35,3.0,3.0,3+,Old Property,1450.0,0.0,0.0,1.0,High,Mid Floor,0.0009310344827586208,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sector 82a,2.95,4.0,5.0,3+,Relatively New,2110.0,1.0,0.0,2.0,High,Mid Floor,0.0013981042654028436,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,sector 47,2.4,3.0,4.0,3+,Moderately Old,1916.0,1.0,0.0,0.0,Medium,Mid Floor,0.0012526096033402922,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,sector 83,1.08,3.0,3.0,2,Relatively New,1570.0,0.0,0.0,0.0,Low,High Floor,0.0006878980891719745,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sector 82,3.0,4.0,6.0,3+,Relatively New,4425.0,1.0,0.0,1.0,Medium,High Floor,0.0006779661016949153,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 85,2.0,3.0,4.0,3,Relatively New,2300.0,1.0,0.0,0.0,Low,Mid Floor,0.0008695652173913044,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 106,1.15,3.0,4.0,3+,Relatively New,1186.0,1.0,0.0,1.0,High,High Floor,0.00096964586846543,"28.5007° N, 77.0003° E",28.5007,77.0003
house,sector 109,5.7,4.0,5.0,3+,Relatively New,5400.0,1.0,1.0,0.0,High,Mid Floor,0.0010555555555555557,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 80,1.6,3.0,3.0,3,Moderately Old,2047.0,1.0,0.0,0.0,Medium,Mid Floor,0.0007816316560820713,"28.3659° N, 76.9557° E",28.3659,76.9557
flat,sector 79,1.45,3.0,3.0,3,Relatively New,2161.0,0.0,0.0,0.0,Low,Mid Floor,0.0006709856547894494,"28.3624° N, 76.9787° E",28.3624,76.9787
house,sector 50,6.95,3.0,3.0,1,Moderately Old,2160.0,1.0,0.0,0.0,High,Low Floor,0.0032175925925925926,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sector 113,1.55,2.0,2.0,3,New Property,1276.0,0.0,0.0,0.0,High,Low Floor,0.0012147335423197492,"28.5287° N, 77.0233° E",28.5287,77.0233
house,sector 2,6.0,5.0,6.0,3+,Old Property,2430.0,0.0,0.0,1.0,Low,Mid Floor,0.0024691358024691358,"28.5095° N, 77.0320° E",28.5095,77.032
house,sector 26,12.5,4.0,5.0,2,Moderately Old,3240.0,1.0,0.0,1.0,Medium,Low Floor,0.0038580246913580245,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,sector 99,0.3,2.0,1.0,2,New Property,511.0,0.0,0.0,0.0,Medium,Mid Floor,0.0005870841487279843,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 67a,1.3,2.0,2.0,2,New Property,1296.0,0.0,0.0,0.0,Medium,Low Floor,0.0010030864197530865,"28.3960° N, 77.0372° E",28.396,77.0372
flat,sector 36,0.82,3.0,2.0,3,New Property,1201.0,0.0,0.0,0.0,Low,Low Floor,0.0006827643630308077,"28.4160° N, 76.9914° E",28.416,76.9914
flat,sector 92,0.9,4.0,5.0,3+,Relatively New,1692.0,1.0,0.0,0.0,Medium,High Floor,0.0005319148936170213,"28.4079° N, 76.9153° E",28.4079,76.9153
house,sector 50,10.45,4.0,5.0,2,Moderately Old,4000.0,1.0,0.0,1.0,Medium,Mid Floor,0.0026125,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sector 113,6.0,5.0,6.0,3+,Moderately Old,7294.0,0.0,0.0,0.0,Medium,High Floor,0.0008225939128050452,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,sector 90,1.9,4.0,4.0,3+,Relatively New,2468.0,1.0,0.0,0.0,Medium,Mid Floor,0.0007698541329011345,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 9,1.25,4.0,3.0,3,Old Property,2007.0,1.0,0.0,0.0,Low,Low Floor,0.000622820129546587,"28.4603° N, 77.0000° E",28.4603,77.0
house,sector 9,1.25,3.0,6.0,3+,Old Property,1431.0,0.0,0.0,0.0,Low,Mid Floor,0.0008735150244584207,"28.4603° N, 77.0000° E",28.4603,77.0
flat,sector 36,2.3,2.0,2.0,2,New Property,1479.0,0.0,0.0,0.0,Medium,High Floor,0.001555104800540906,"28.4160° N, 76.9914° E",28.416,76.9914
flat,sector 33,1.39,3.0,2.0,3+,Under Construction,1333.0,0.0,0.0,0.0,Medium,High Floor,0.001042760690172543,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 43,6.0,4.0,4.0,3+,Old Property,2556.0,1.0,0.0,1.0,High,High Floor,0.002347417840375587,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,sector 37,1.44,3.0,3.0,3+,Relatively New,1789.0,1.0,0.0,0.0,Low,Low Floor,0.0008049189491335942,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,sector 85,1.75,3.0,4.0,3,Relatively New,2179.0,1.0,0.0,0.0,Low,Mid Floor,0.0008031206975676916,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 81,0.48,2.0,2.0,1,Relatively New,547.0,0.0,0.0,1.0,Low,High Floor,0.0008775137111517367,"28.3867° N, 76.9485° E",28.3867,76.9485
house,sector 25,13.0,6.0,8.0,3+,Relatively New,2844.0,1.0,1.0,2.0,Low,Low Floor,0.004571026722925457,"28.4844° N, 77.0860° E",28.4844,77.086
flat,sector 79,1.28,3.0,3.0,3,Relatively New,1362.0,0.0,0.0,0.0,High,Mid Floor,0.0009397944199706315,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sector 37,0.95,2.0,2.0,3+,Relatively New,1179.0,0.0,1.0,1.0,Medium,High Floor,0.0008057675996607294,"28.4375° N, 76.9999° E",28.4375,76.9999
house,sector 82,7.5,5.0,5.0,3+,Relatively New,3240.0,1.0,0.0,1.0,Medium,Low Floor,0.0023148148148148147,"28.3935° N, 76.9600° E",28.3935,76.96
house,sector 39,1.6,1.0,1.0,2,Old Property,892.0,0.0,0.0,0.0,Low,Low Floor,0.0017937219730941704,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,sector 67,2.7,4.0,4.0,3+,Moderately Old,2127.0,1.0,0.0,1.0,Medium,Mid Floor,0.0012693935119887166,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,sector 92,1.0,4.0,4.0,3,New Property,1828.0,0.0,0.0,0.0,Low,High Floor,0.0005470459518599562,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 83,1.42,4.0,4.0,3,Relatively New,2000.0,1.0,0.0,0.0,Medium,Mid Floor,0.0007099999999999999,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sector 39,2.0,3.0,3.0,3+,Old Property,2400.0,0.0,0.0,0.0,Low,Low Floor,0.0008333333333333334,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,sector 102,2.5,3.0,4.0,3+,New Property,1945.0,1.0,0.0,1.0,Medium,High Floor,0.0012853470437017994,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 107,0.28,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,Low,High Floor,0.0005156537753222836,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,sector 69,1.76,4.0,4.0,2,Relatively New,1819.0,0.0,0.0,0.0,Medium,Mid Floor,0.0009675645959318307,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,sector 83,1.8,3.0,3.0,3+,Relatively New,1719.0,0.0,0.0,0.0,Medium,Mid Floor,0.0010471204188481676,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sector 65,2.65,3.0,3.0,3,Relatively New,1650.0,1.0,0.0,0.0,Low,Mid Floor,0.001606060606060606,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 78,0.69,2.0,2.0,2,Moderately Old,1422.0,0.0,0.0,0.0,Medium,High Floor,0.00048523206751054847,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,sector 104,2.5,4.0,4.0,3+,New Property,2851.0,1.0,0.0,0.0,Low,High Floor,0.000876885303402315,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sector 113,2.0,3.0,3.0,2,Under Construction,1507.0,0.0,0.0,0.0,Low,High Floor,0.0013271400132714001,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,sector 37d,1.1,3.0,3.0,3,Relatively New,1700.0,0.0,0.0,0.0,Medium,Mid Floor,0.0006470588235294118,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sector 89,1.42,3.0,3.0,2,New Property,1581.0,0.0,0.0,0.0,Low,Mid Floor,0.0008981657179000632,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,sector 79,1.41,2.0,2.0,3,New Property,1747.0,0.0,0.0,0.0,Medium,Mid Floor,0.0008070978820835718,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sector 89,1.16,3.0,2.0,3,New Property,998.0,0.0,0.0,0.0,Low,Low Floor,0.001162324649298597,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,sector 102,1.9,3.0,3.0,3+,New Property,1700.0,0.0,0.0,0.0,High,High Floor,0.0011176470588235294,"28.4750° N, 76.9715° E",28.475,76.9715
house,sector 45,10.0,6.0,6.0,3+,Moderately Old,3240.0,1.0,1.0,1.0,Medium,Mid Floor,0.0030864197530864196,"28.4466° N, 77.0660° E",28.4466,77.066
flat,sector 103,1.2,2.0,2.0,3,Moderately Old,1288.0,0.0,0.0,0.0,Low,Mid Floor,0.0009316770186335404,"28.4949° N, 76.9845° E",28.4949,76.9845
house,sector 33,9.55,6.0,7.0,3+,Relatively New,4950.0,1.0,1.0,1.0,Medium,Low Floor,0.0019292929292929295,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 86,0.43,2.0,2.0,1,New Property,557.0,0.0,0.0,0.0,Medium,Mid Floor,0.0007719928186714542,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,sector 37d,1.75,4.0,4.0,3,Relatively New,2100.0,0.0,0.0,1.0,Medium,Mid Floor,0.0008333333333333334,"28.4478° N, 76.9703° E",28.4478,76.9703
house,sector 4,3.3,3.0,3.0,2,Old Property,2250.0,0.0,0.0,0.0,Low,Low Floor,0.0014666666666666667,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,sector 109,1.7,3.0,3.0,3,Relatively New,1550.0,0.0,0.0,0.0,Medium,High Floor,0.001096774193548387,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 109,1.63,3.0,3.0,2,Relatively New,2303.0,1.0,0.0,0.0,High,Mid Floor,0.0007077724706904038,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 112,3.65,3.0,5.0,2,Relatively New,2800.0,1.0,0.0,0.0,Medium,Mid Floor,0.0013035714285714285,"28.5189° N, 77.0183° E",28.5189,77.0183
house,sector 7,2.25,5.0,3.0,0,Old Property,148.0,0.0,0.0,0.0,Low,Low Floor,0.015202702702702704,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,sector 83,1.1,3.0,3.0,2,Relatively New,1588.0,0.0,1.0,1.0,High,Mid Floor,0.0006926952141057935,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sector 91,1.8,3.0,3.0,3+,Relatively New,2578.0,0.0,0.0,2.0,Low,Low Floor,0.0006982156710628394,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,sector 61,1.6,2.0,2.0,2,Under Construction,1278.0,0.0,0.0,0.0,Low,Mid Floor,0.0012519561815336464,"28.4050° N, 77.0963° E",28.405,77.0963
house,sector 12,1.7,3.0,3.0,0,Old Property,200.0,0.0,0.0,0.0,Low,Low Floor,0.0085,"28.4723° N, 77.0320° E",28.4723,77.032
flat,sector 12,1.15,3.0,4.0,2,Old Property,2000.0,1.0,0.0,0.0,Low,Low Floor,0.000575,"28.4723° N, 77.0320° E",28.4723,77.032
house,sector 23,5.1,3.0,2.0,0,Old Property,3078.0,0.0,0.0,0.0,Low,Low Floor,0.0016569200779727093,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,sector 85,1.22,2.0,2.0,3,Relatively New,1300.0,0.0,1.0,0.0,Medium,High Floor,0.0009384615384615384,"28.4042° N, 76.9513° E",28.4042,76.9513
house,sector 5,0.75,2.0,2.0,0,Relatively New,130.0,0.0,0.0,0.0,Low,Low Floor,0.0057692307692307696,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,sector 108,1.0,2.0,2.0,2,Relatively New,2060.0,0.0,0.0,0.0,Low,Low Floor,0.0004854368932038835,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sector 81,0.48,2.0,2.0,1,Relatively New,613.0,0.0,0.0,1.0,Medium,Mid Floor,0.0007830342577487765,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 2,0.8,3.0,2.0,3,Moderately Old,1440.0,0.0,0.0,0.0,Low,Mid Floor,0.0005555555555555556,"28.5095° N, 77.0320° E",28.5095,77.032
house,sector 48,5.0,7.0,7.0,3,Moderately Old,2340.0,0.0,0.0,1.0,Low,Low Floor,0.002136752136752137,"28.4177° N, 77.0359° E",28.4177,77.0359
house,sector 7,3.0,7.0,7.0,0,Old Property,2610.0,0.0,0.0,0.0,Low,Mid Floor,0.0011494252873563218,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,sector 90,1.75,4.0,4.0,3+,Relatively New,2005.0,0.0,0.0,0.0,Low,Mid Floor,0.0008728179551122195,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 107,0.8,2.0,2.0,3+,Relatively New,1236.0,0.0,0.0,1.0,High,Mid Floor,0.0006472491909385113,"28.5052° N, 76.9729° E",28.5052,76.9729
house,sector 43,3.35,1.0,1.0,0,Old Property,1242.0,0.0,0.0,0.0,Low,Low Floor,0.0026972624798711755,"28.4629° N, 77.0772° E",28.4629,77.0772
house,sector 2,0.35,2.0,2.0,0,New Property,600.0,0.0,0.0,0.0,Low,Low Floor,0.0005833333333333333,"28.5095° N, 77.0320° E",28.5095,77.032
house,sector 24,1.45,3.0,3.0,1,Old Property,540.0,0.0,0.0,0.0,Low,Low Floor,0.002685185185185185,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,sector 69,1.8,3.0,3.0,3,Under Construction,1893.0,0.0,0.0,0.0,Low,High Floor,0.0009508716323296355,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,sector 81,4.0,4.0,5.0,3+,Relatively New,3801.0,1.0,0.0,1.0,Medium,High Floor,0.0010523546435148646,"28.3867° N, 76.9485° E",28.3867,76.9485
house,sector 4,2.3,4.0,4.0,3,Old Property,160.0,0.0,0.0,1.0,Low,Low Floor,0.014374999999999999,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,sector 43,6.0,4.0,4.0,2,Under Construction,2667.0,1.0,0.0,1.0,Low,Low Floor,0.0022497187851518562,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,sector 85,1.91,4.0,6.0,3,Relatively New,3890.0,1.0,0.0,0.0,High,Mid Floor,0.0004910025706940874,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 85,1.2,2.0,2.0,3,Relatively New,1484.0,0.0,0.0,1.0,High,High Floor,0.0008086253369272237,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 65,1.75,3.0,3.0,3,Relatively New,1081.0,1.0,0.0,1.0,Medium,Mid Floor,0.0016188714153561516,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 90,0.47,2.0,2.0,1,New Property,767.0,0.0,0.0,0.0,Low,Low Floor,0.0006127770534550195,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 112,3.29,3.0,3.0,3+,Relatively New,2225.56,1.0,0.0,1.0,High,Low Floor,0.0014782796240047449,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,sector 7,0.45,2.0,2.0,1,Relatively New,1000.0,0.0,0.0,0.0,Low,Mid Floor,0.00045,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,sector 37,0.35,2.0,2.0,1,Relatively New,850.0,0.0,0.0,1.0,High,Mid Floor,0.0004117647058823529,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,sector 24,6.5,4.0,5.0,3+,New Property,3889.0,1.0,0.0,2.0,Low,Mid Floor,0.001671380817690923,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,sector 85,1.07,2.0,2.0,3,Relatively New,1484.0,0.0,0.0,0.0,Medium,High Floor,0.0007210242587601079,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 108,1.3,3.0,3.0,3+,Relatively New,1661.0,0.0,0.0,0.0,High,Mid Floor,0.0007826610475617098,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sector 82,1.37,3.0,3.0,3,Relatively New,2000.0,1.0,0.0,1.0,Medium,High Floor,0.0006850000000000001,"28.3935° N, 76.9600° E",28.3935,76.96
house,sector 82,6.5,4.0,3.0,0,Relatively New,3240.0,0.0,0.0,0.0,Low,Low Floor,0.002006172839506173,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sector 92,0.42,2.0,2.0,1,Relatively New,657.0,0.0,0.0,1.0,Low,Mid Floor,0.0006392694063926941,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 90,1.3,3.0,3.0,3+,Relatively New,1700.0,0.0,0.0,0.0,Medium,Mid Floor,0.0007647058823529412,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 67,1.0,3.0,3.0,3+,Moderately Old,1406.0,0.0,0.0,0.0,Low,Low Floor,0.0007112375533428165,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,sector 63a,1.55,2.0,2.0,2,Under Construction,1167.0,0.0,0.0,0.0,Low,Low Floor,0.0013281919451585261,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,sector 102,1.7,3.0,4.0,3+,Relatively New,1750.0,1.0,0.0,1.0,High,Mid Floor,0.0009714285714285714,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 85,2.03,4.0,4.0,3+,Relatively New,2225.0,0.0,0.0,0.0,Low,Mid Floor,0.0009123595505617977,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 85,1.1,3.0,4.0,3,Moderately Old,1467.0,1.0,0.0,2.0,Medium,Mid Floor,0.0007498295841854124,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 99,0.32,2.0,2.0,2,New Property,502.0,0.0,0.0,0.0,Medium,High Floor,0.0006374501992031873,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 22,1.99,2.0,2.0,2,New Property,1285.0,1.0,0.0,0.0,Low,Mid Floor,0.00154863813229572,"28.5072° N, 77.0640° E",28.5072,77.064
flat,sector 30,1.45,3.0,2.0,2,Old Property,1300.0,0.0,0.0,2.0,Medium,Low Floor,0.0011153846153846153,"28.4604° N, 77.0579° E",28.4604,77.0579
flat,sector 102,1.4,3.0,3.0,3,Relatively New,1493.0,1.0,0.0,1.0,Medium,Mid Floor,0.0009377093101138646,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 85,2.0,4.0,5.0,3+,Relatively New,2545.0,1.0,1.0,0.0,Medium,Low Floor,0.0007858546168958742,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 103,1.12,3.0,4.0,3+,New Property,1734.0,1.0,0.0,0.0,Low,Mid Floor,0.0006459054209919262,"28.4949° N, 76.9845° E",28.4949,76.9845
house,sector 43,5.5,8.0,7.0,3+,Moderately Old,2850.0,1.0,0.0,1.0,Medium,Mid Floor,0.0019298245614035089,"28.4629° N, 77.0772° E",28.4629,77.0772
house,sector 25,7.5,9.0,9.0,3+,Relatively New,2300.5,1.0,0.0,1.0,High,Mid Floor,0.0032601608346011736,"28.4844° N, 77.0860° E",28.4844,77.086
flat,sector 88a,0.45,2.0,2.0,1,New Property,694.0,0.0,0.0,0.0,Low,Mid Floor,0.0006484149855907781,"28.4347° N, 76.9557° E",28.4347,76.9557
house,sector 49,3.75,2.0,6.0,3+,Moderately Old,1467.0,0.0,0.0,1.0,Low,Mid Floor,0.002556237218813906,"28.4121° N, 77.0480° E",28.4121,77.048
flat,sector 53,6.0,3.0,4.0,3+,Moderately Old,2217.0,1.0,0.0,1.0,Low,Mid Floor,0.0027063599458728013,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,sector 107,0.28,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,Low,Mid Floor,0.0005156537753222836,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,sector 102,1.5,3.0,3.0,3,Relatively New,1315.0,0.0,0.0,1.0,High,Mid Floor,0.0011406844106463879,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 78,0.99,2.0,2.0,3,Under Construction,1467.0,0.0,0.0,0.0,Low,High Floor,0.0006748466257668712,"28.3733° N, 76.9729° E",28.3733,76.9729
house,sector 26,15.0,5.0,6.0,3+,Moderately Old,4518.0,1.0,1.0,1.0,Medium,Mid Floor,0.0033200531208499337,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,sector 61,2.25,3.0,3.0,2,Under Construction,1721.0,0.0,0.0,0.0,Low,Mid Floor,0.0013073794305636258,"28.4050° N, 77.0963° E",28.405,77.0963
flat,sector 95,0.3,2.0,2.0,1,New Property,950.0,0.0,0.0,0.0,Low,High Floor,0.00031578947368421053,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,sector 71,0.82,2.0,2.0,2,Moderately Old,1086.0,0.0,0.0,0.0,Low,Mid Floor,0.0007550644567219152,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,sector 49,0.87,1.0,1.0,1,Relatively New,500.0,0.0,0.0,0.0,Low,Low Floor,0.00174,"28.4121° N, 77.0480° E",28.4121,77.048
house,sector 33,9.5,5.0,7.0,3+,Under Construction,4071.0,1.0,1.0,0.0,Medium,Low Floor,0.002333578973225252,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 95,0.2,1.0,1.0,1,Relatively New,407.0,0.0,0.0,0.0,Medium,Mid Floor,0.0004914004914004914,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,sector 112,5.2,4.0,6.0,3+,Relatively New,3655.35,1.0,0.0,1.0,High,High Floor,0.0014225723938884102,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,sector 71,0.59,2.0,2.0,1,Moderately Old,639.0,0.0,0.0,0.0,Medium,Mid Floor,0.0009233176838810641,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,sector 2,0.56,1.0,2.0,2,Moderately Old,723.0,0.0,0.0,0.0,Medium,Mid Floor,0.0007745504840940526,"28.5095° N, 77.0320° E",28.5095,77.032
flat,sector 56,2.0,4.0,4.0,3,Relatively New,2253.0,0.0,0.0,1.0,Low,Mid Floor,0.000887705281846427,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sector 111,1.65,3.0,4.0,3+,Under Construction,2104.0,1.0,0.0,0.0,Low,High Floor,0.0007842205323193916,"28.5238° N, 77.0320° E",28.5238,77.032
flat,sector 4,0.45,2.0,2.0,1,Relatively New,944.0,0.0,0.0,0.0,Low,Low Floor,0.0004766949152542373,"28.4738° N, 77.0107° E",28.4738,77.0107
house,sector 48,3.35,6.0,5.0,3+,Moderately Old,6000.0,0.0,0.0,0.0,Medium,Mid Floor,0.0005583333333333333,"28.4177° N, 77.0359° E",28.4177,77.0359
house,sector 3,0.37,1.0,1.0,1,Relatively New,480.0,0.0,0.0,0.0,Low,Low Floor,0.0007708333333333333,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 108,2.6,3.0,3.0,2,Relatively New,1711.0,0.0,0.0,0.0,Medium,Mid Floor,0.0015195791934541204,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sector 28,0.95,2.0,1.0,1,Old Property,1188.0,0.0,0.0,0.0,Medium,Low Floor,0.0007996632996632996,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,sector 69,0.75,2.0,2.0,2,Under Construction,991.0,0.0,0.0,0.0,Low,Mid Floor,0.0007568113017154389,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,sector 104,1.1,2.0,2.0,3,Under Construction,1148.0,0.0,0.0,0.0,Medium,High Floor,0.0009581881533101046,"28.4788° N, 76.9960° E",28.4788,76.996
house,sector 82,1.6,4.0,4.0,3+,Moderately Old,2425.0,1.0,0.0,0.0,Medium,High Floor,0.0006597938144329897,"28.3935° N, 76.9600° E",28.3935,76.96
house,sector 17,8.5,4.0,4.0,2,Old Property,4518.0,1.0,0.0,1.0,Low,Low Floor,0.0018813634351482957,"28.4791° N, 77.0608° E",28.4791,77.0608
flat,sector 33,1.75,3.0,3.0,0,Under Construction,1996.0,0.0,0.0,0.0,Medium,Low Floor,0.0008767535070140281,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 102,1.25,2.0,2.0,2,Relatively New,1100.0,0.0,0.0,0.0,Medium,Low Floor,0.0011363636363636363,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 79,1.35,3.0,3.0,2,Relatively New,1362.0,0.0,0.0,0.0,Medium,Mid Floor,0.0009911894273127754,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sector 107,1.21,3.0,3.0,3,Moderately Old,1713.0,0.0,0.0,1.0,Medium,Mid Floor,0.0007063631056625802,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,sector 99,1.08,3.0,5.0,3,Relatively New,1750.0,1.0,0.0,0.0,Low,Low Floor,0.0006171428571428572,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 37,0.99,3.0,4.0,3,Relatively New,1660.0,1.0,0.0,0.0,Low,Mid Floor,0.0005963855421686747,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,sector 48,4.25,4.0,5.0,3+,Moderately Old,4120.0,0.0,0.0,1.0,Medium,High Floor,0.0010315533980582525,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,sector 79,1.18,2.0,2.0,3,Relatively New,1252.0,0.0,0.0,0.0,High,Mid Floor,0.0009424920127795527,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sector 81,1.28,3.0,3.0,3,Moderately Old,1982.0,1.0,0.0,1.0,Low,Low Floor,0.0006458123107971746,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 68,1.1,2.0,2.0,3,New Property,1127.0,0.0,0.0,0.0,Medium,High Floor,0.0009760425909494233,"28.3853° N, 77.0484° E",28.3853,77.0484
