PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities,FacilitiesStr
Orchid Island,"2, 3, 4, 5 BHK Independent Floor in Sector 51, Gurgaon","['Artemis Hospital', 'Garima Public School', 'Gurugram University', 'Tigra Market', 'Imperfecto Patio']","{'artimis hospital': '1.1Km', 'garima public school': '1.6Km', 'gurugram university': '2.6Km', 'tigra market': '2.8Km', 'imperfecto patio': '2.8Km', 'iskcon temple': '3.5km', 'apj abdul kalam park': '3.9Km', 'sector 55 56 rapid metro station': '4.9Km', 'indira gandhi international airport': '21.8Km'}",https://www.99acres.com/orchid-island-sector-51-gurgaon-npxid-r8010,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '952 - 975 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,985 sq.ft.', 'price-range': '₹ 1.82 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '2,122 - 2,726 sq.ft.', 'price-range': '₹ 1.9 - 2.55 Cr'}, '5 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '4,115.5 sq.ft.', 'price-range': 'Price on Request'}}","['Property Staff', 'Fountain', 'Power Back up Lift', 'Badminton Court', '24x7 Security', 'Club House', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply']",Property Staff Fountain Power Back up Lift Badminton Court 24x7 Security Club House 24/7 Power Backup Gated Community 24/7 Water Supply
Ramprastha The Edge Towers,"2, 3, 4 BHK Apartment in Sector 37D, Gurgaon","['Ramprastha Police Post', 'Taxila cricket ground', 'MDS Public School', 'St Pauls School', 'Bharat Singh fuel company']","{'ramprastha police post': '550 meters', 'taxila cricket ground': '2.2 kms', 'mds public school': '5.8 kms', ""saint paul's school"": '8.5 kms', 'bharat singh fuel company': '2.5 kms', 'basai enclave park': '3.0 kms', 'edge towers tennis court': '400 meters', 'sgt uhtc basai': '3.4 kms', 'canara bank': '5.4 kms', 'suncity school': '2.3 kms', 'hanuman & shani mandir': '3.7 kms', 'mkd hospital': '3.2 kms', 'kfg sports club': '5.2 kms', 'indusind bank atm': '6.9 kms', 'state bank of india': '6.8 kms'}",https://www.99acres.com/ramprastha-the-edge-towers-sector-37d-gurgaon-npxid-r159,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,310 sq.ft.', 'price-range': '₹ 75 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,770 sq.ft.', 'price-range': '₹ 92 L'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,390 sq.ft.', 'price-range': '₹ 1.2 Cr'}}","['Temple', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'School', 'Restaurant', 'Sauna', 'Piped Gas', 'Spa', 'Squash Court']",Temple Swimming Pool Bar/Chill-Out Lounge School Restaurant Sauna Piped Gas Spa Squash Court
Pyramid Spring Valley,"Land in Sohna, Gurgaon","['Sohna Road', 'GD Goenka High School', 'Vardaan Hospital', 'Sohna Bus Stand', 'K.R. Mangalam University']","{'sohna road': '0.1 Km', 'gd goenka school': '1.3 Km', 'vardaan hospital': '3.7 Km', 'sohna bus stand': '3.7 Km', 'kr mangalam university': '4.4 Km', 'country inn & suites by radisson': '9.1 Km', 'damdama lake': '10.5 Km', 'western peripheral expressway': '11.8 Km', 'airia mall': '12 Km', 'indira gandhi international airport': '35.8 Km'}",https://www.99acres.com/pyramid-spring-valley-sohna-gurgaon-npxid-r338595,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '936 sq.ft.', 'price-range': 'Price on Request'}}","['Basketball Court', 'Badminton Court', 'Yoga/Meditation Area', 'Jogging Track', 'Rain Water Harvesting', '24/7 Power Backup', 'Landscape Garden', 's Play Area"", ']","Basketball Court Badminton Court Yoga/Meditation Area Jogging Track Rain Water Harvesting 24/7 Power Backup Landscape Garden s Play Area"", "
Bestech Park View Ananda,"2, 3 BHK Apartment, 5 BHK Villa in Sector 81, Gurgaon","['Miracles Apollo Cradle /Spectra Hospital', ""St. Xavier's High School"", 'Sapphire 83 Mall', 'Heritage Village Resort & Spa', 'Dwarka Expressway']","{'miracles apollo cradle /spectra hospital': '0.8 Km', 'st xavier high school': '1.9 Km', 'sapphire 93 mall': '2.1 Km', 'heritage village resort & spa': '3.6 Km', 'dwaraka expressway': '6.3 Km', 'metro station kankrola sec 87': '6.8 Km', 'imt manesar': '7.7 Km', 'national tennis academy': '10.4 Km', 'skyjumper trampoline park': '13.1 Km', 'indira gandhi international airport': '29.6 Km'}",https://www.99acres.com/bestech-park-view-ananda-sector-81-gurgaon-npxid-r6464,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,360 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,645 - 1,810 sq.ft.', 'price-range': 'Price on Request'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,480 - 5,840 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Visitors Parking', 'Restaurant', 'Terrace Garden', 'Piped Gas', 'Water Softener Plant', 'Skating Rink', 'Squash Court', 'Gazebo']",Swimming Pool Visitors Parking Restaurant Terrace Garden Piped Gas Water Softener Plant Skating Rink Squash Court Gazebo
Mapsko Casa Bella,"3, 4 BHK Apartment in Sector 82, Gurgaon","['Vatika City Centre Mall', 'Aarvy Healthcare', 'Holiday Inn Gurugram', 'Broadways International School', 'Imt Manesar']","{'vatika city centre mall': '2.9 Km', 'aarvy healthcare super speciality hospital': '4 Km', 'holiday inn gurugram': '4.4 Km', 'broadways international school': '4.8 Km', 'imt manesar': '10 Km', 'dpgitm engineering college': '10.5 Km', 'pataudi road': '11 Km', 'sultanpur national park': '12.9 Km', 'huda mini golf course': '13.5 Km', 'skyjumper trampoline park': '14.2 Km', 'indira gandhi international airport': '28.2 Km'}",https://www.99acres.com/mapsko-casa-bella-sector-82-gurgaon-npxid-r158,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,430 - 1,960 sq.ft.', 'price-range': '₹ 82 L - 1.12 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,535 - 4,890 sq.ft.', 'price-range': '₹ 1.6 - 3.09 Cr'}}","['Swimming Pool', 'Pergola', 'Sauna', 'Spa', 'Grocery Shop', 'Squash Court', 'Gazebo', 'Fountain', 'Shopping Centre']",Swimming Pool Pergola Sauna Spa Grocery Shop Squash Court Gazebo Fountain Shopping Centre
Mahindra Aura,"2, 3, 4 BHK Apartment in Sector 110 A, Gurgaon","['Dwarka Expy, Block D, New Palam Vihar', 'Park Hospital, Palam Vihar', 'Red Roses Public School', 'Global Foyer Mall,  Palam Vihar', 'The NorthCap University']","{'dwarka expy block d new palam vihar': '2 KM', 'park hospital': '2.2 KM', 'red roses public school': '2.4 KM', 'global foyer mall': '3.3 KM', 'the northcap university': '4 KM', 'indira gandhi international airport': '16.9 KM'}",https://www.99acres.com/mahindra-aura-sector-110-a-gurgaon-npxid-r722,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '990 - 1,198 sq.ft.', 'price-range': '₹ 80 L - 1 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,150 - 2,042 sq.ft.', 'price-range': '₹ 1 - 1.78 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,300 - 2,428 sq.ft.', 'price-range': '₹ 1.7 - 1.9 Cr'}}","['Swimming Pool', 'Golf Course', 'Pergola', 'Skating Rink', 'Fountain', 'Cricket Pitch', 'Sun Deck', 'Multipurpose Court', 'Amphitheatre']",Swimming Pool Golf Course Pergola Skating Rink Fountain Cricket Pitch Sun Deck Multipurpose Court Amphitheatre
Godrej Air,"1, 2, 3, 4 BHK Apartment in Sector 85, Gurgaon","['Sector 86 Road', 'Dwarka Expy', 'Euro International School', 'Sapphire 83 Mall', 'Garhi Harsaru Junction']","{'sector 86 road': '3 KM', 'dwarka expy': '3.4 KM', 'euro international school': '3.8 KM', 'sapphire 93 mall': '4.4 KM', 'garhi harsaru junction': '5.5 KM', 'shri balaji’s multispeciality hospital': '10.2 KM', 'sushant university': '19.8 KM', 'indira gandhi international airport': '29.2 KM'}",https://www.99acres.com/godrej-air-sector-85-gurgaon-npxid-r320141,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '661.44 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '990.28 - 1,390.16 sq.ft.', 'price-range': '₹ 1.22 - 1.71 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,291.67 - 2,129 sq.ft.', 'price-range': '₹ 2.34 - 3.85 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,840.63 - 2,599 sq.ft.', 'price-range': '₹ 1.91 - 2.69 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Flower Garden', 'School', 'Terrace Garden', 'Pergola', 'Creche/Day care', 'Skating Rink', 'Grocery Shop']",Mini Theatre Swimming Pool Flower Garden School Terrace Garden Pergola Creche/Day care Skating Rink Grocery Shop
Conscient Habitat,"2, 3 BHK Apartment in Sector 99A, Gurgaon","['Dwarka Expressway', 'NH8']","{'dwaraka expressway': 'In close proximity', 'nh8': 'In close proximity'}",https://www.99acres.com/conscient-habitat-sector-99a-gurgaon-npxid-r376695,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '445.53 - 551.91 sq.ft.', 'price-range': '₹ 26.06 - 32.25 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '645.84 sq.ft.', 'price-range': '₹ 37.41 L'}}","['Creche/Day care', 'Shopping Centre', 'Earthquake Resistant', 'Community Hall', 'Gated Community', 'Landscape Garden', 's Play Area"", ', ', ']","Creche/Day care Shopping Centre Earthquake Resistant Community Hall Gated Community Landscape Garden s Play Area"",  , "
Conscient Heritage Max,"3, 4 BHK Apartment in Sector 102, Gurgaon","['Gurugram Road', 'Ocus Medley Mall', 'Dwarka Expy', 'Basai Dhankot Railway Station', 'Prime Scholars International School']","{'gurugram road': '220 Meter', 'ocus medley mall': '700 Meter', 'dwarka expy': '1.3 KM', 'basai dhankot railway station': '1.6 KM', 'prime scholars international school': '2.9 KM', 'the signature advanced super speciality': '3.3 KM', 'the esplanade mall': '4.4 KM', 'nehru stadium': '6.6 KM', 'dpg degree college': '7.6 KM', 'skyjumper trampoline park': '11.3 KM', 'holiday inn sector 90': '11.9 KM', 'hamoni golf camp': '13.1 KM', 'huda metro station': '13.9 KM', 'altrade business centre': '15.9 KM', 'indira gandhi international airport': '25.3 KM'}",https://www.99acres.com/conscient-heritage-max-sector-102-gurgaon-npxid-r4050,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,942 - 2,149 sq.ft.', 'price-range': '₹ 1.7 - 2 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,554 - 2,860 sq.ft.', 'price-range': '₹ 2.35 - 2.74 Cr'}}","['Swimming Pool', 'Football', 'Volley Ball Court', 'Card Room', 'Terrace Garden', 'Grocery Shop', 'Squash Court', 'Pool Table', 'Cafeteria']",Swimming Pool Football Volley Ball Court Card Room Terrace Garden Grocery Shop Squash Court Pool Table Cafeteria
Vipul Belmonte,"3, 4, 5 BHK Apartment in Sector 53, Gurgaon","['Sanar International Hospital', 'Central Plaza Mall', 'Sector 53/54 Metro Station', 'Golf Course Road', 'Lancers International School']","{'sanar international hospital': '0.5 Km', 'central plaza mall': '0.5 Km', 'sector 55 56 rapid metro station': '0.7 Km', 'golf course road': '1.3 Km', 'lancers international school': '1.9 Km', 'iilm university': '3.7 Km', 'dlf golf and country club': '4.1 Km', 'doubletree by hilton hotel': '4.3 Km', ""oyster's water park"": '5.8 Km', 'vatika business centre': '10 Km', 'indira gandhi international airport': '15.5 Km'}",https://www.99acres.com/vipul-belmonte-sector-53-gurgaon-npxid-r12228,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,450 sq.ft.', 'price-range': '₹ 4.81 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,110 sq.ft.', 'price-range': '₹ 6.1 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,925 sq.ft.', 'price-range': '₹ 7.7 Cr'}}","['Swimming Pool', 'ATM', 'Water Softener Plant', 'Grocery Shop', 'Wi-Fi Connectivity', 'Pool Table', 'Property Staff', 'Cafeteria', 'Billiards']",Swimming Pool ATM Water Softener Plant Grocery Shop Wi-Fi Connectivity Pool Table Property Staff Cafeteria Billiards
Unitech The Residences,"1, 2, 3, 4 BHK Apartment in Sector 33, Gurgaon","['Yaduvanshi Shiksha Niketan', 'Sohna Road', 'SkyJumper Trampoline Park', 'Raheja Mall', 'Orchid Business Park']","{'yaduvanshi shiksha niketan': '0.55 Km', 'sohna road': '1.2 Km', 'skyjumper trampoline park': '1.8 Km', 'raheja mall': '2 Km', 'orchid business park': '2 Km', 'delhi gurgaon expressway': '3.2 Km', 'medanta the medicity': '3.4 Km', 'tau devilal sports complex': '4 Km', 'huda metro station': '6.6 Km', 'appu ghar water park': '7.5 Km', 'sushant university': '9.9 Km', 'the westin gurgaon': '10.6 Km', 'indira gandhi international airport': '19.6 Km'}",https://www.99acres.com/unitech-the-residences-sector-33-gurgaon-npxid-r508,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '825 sq.ft.', 'price-range': '₹ 70 L'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,060 - 1,125 sq.ft.', 'price-range': '₹ 1 - 1.06 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,505 - 1,545 sq.ft.', 'price-range': '₹ 1.3 - 1.33 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,850 - 1,870 sq.ft.', 'price-range': 'Price on Request'}}","['Manicured Garden', 'Swimming Pool', 'School', 'Shopping Centre', 'Lawn Tennis Court', 'Badminton Court', 'Jogging Track', 'Club House', '24/7 Power Backup']",Manicured Garden Swimming Pool School Shopping Centre Lawn Tennis Court Badminton Court Jogging Track Club House 24/7 Power Backup
ILD Grand,"2, 3 BHK Apartment in Sector 37C, Gurgaon","['K.D. Hospital', 'Green Field Public School', 'The Esplanade Mall', 'Dwarka Expy, Sector 88', 'SGT UNIVERSITY']","{'mkd hospital': '550 Meter', 'green field public school': '750 Meter', 'the esplanade mall': '1.4 KM', 'dwarka expy sector 88': '2.5 KM', 'sgt university': '11.3 KM', 'indira gandhi international airport': '25.9 KM'}",https://www.99acres.com/ild-grand-sector-37c-gurgaon-npxid-r2362,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,310 sq.ft.', 'price-range': '₹ 91.48 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,280 - 1,820 sq.ft.', 'price-range': '₹ 89.38 L - 1.27 Cr'}}","['Manicured Garden', 'Swimming Pool', 'School', 'Salon', 'Spa', 'Grocery Shop', 'Billiards', 'Lawn Tennis Court', 'Basketball Court']",Manicured Garden Swimming Pool School Salon Spa Grocery Shop Billiards Lawn Tennis Court Basketball Court
Signature Global Solera 2,"1, 2 BHK Apartment in Sector 107, Gurgaon","['Dwarka Expressway', 'IGI Airport', 'Delhi']","{'dwaraka expressway': '2 Minutes', 'indira gandhi international airport': '10 Minutes', 'delhi': '5 Minutes'}",https://www.99acres.com/signature-global-solera-2-sector-107-gurgaon-npxid-r276621,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '338.64 sq.ft.', 'price-range': '₹ 16.56 L'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '514.4 - 577.95 sq.ft.', 'price-range': '₹ 25.19 - 28.32 L'}}","['Pergola', 'Creche/Day care', 'Amphitheatre', 'Community Hall', 'Badminton Court', 'Jogging Track', '24x7 Security', 'Club House', '24/7 Power Backup']",Pergola Creche/Day care Amphitheatre Community Hall Badminton Court Jogging Track 24x7 Security Club House 24/7 Power Backup
Signature Global Solera,"1, 2, 3 BHK Apartment in Sector 107, Gurgaon","['Dwarka Expressway', 'Chirag Hospital', ""Colonel's Central Academy"", 'Gurgaon Dreamz Mall', 'The NorthCap University']","{'dwaraka expressway': '5.2 Km', 'chirag hospital': '5.9 Km', ""colonel's central academy"": '6.8 Km', 'gurgaon dreamz mall': '6.9 Km', 'the northcap university': '10.4 Km', 'f9 go karting gurgaon': '10.9 Km', 'skyjumper trampoline park': '12.4 Km', 'trident hotel gurgaon': '15.5 Km', 'fun n food waterpark': '15.9 Km', 'dlf golf and country club': '17.4 Km', 'indira gandhi international airport': '21.8 Km'}",https://www.99acres.com/signature-global-solera-sector-107-gurgaon-npxid-r84159,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '350 sq.ft.', 'price-range': '₹ 17 L'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '548 - 925 sq.ft.', 'price-range': '₹ 26.62 - 44.93 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '745 sq.ft.', 'price-range': '₹ 36.18 L'}}","['Jogging Track', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', 's Play Area"", ', ', ']","Jogging Track 24/7 Power Backup Gated Community Gymnasium 24/7 Water Supply Landscape Garden s Play Area"",  , "
M3M Woodshire,"2, 3, 4 BHK Apartment in Sector 107, Gurgaon","['Signum 107', 'The Shikshiyan School', 'Nora Solomon Medicenter', 'Najafgarh Jheel Bird Sanctuary', 'Skylark Cricket Academy']","{'signum 107': '0.45 Km', 'the shikshiyan school': '1.9 Km', 'nora solomon medicenter': '2.9Km', 'najafgarh jheel bird sanctuary': '3.6 Km', 'skylark cricket academy': '3.8 Km', 'indira gandhi international airport': '21.2Km'}",https://www.99acres.com/m3m-woodshire-sector-107-gurgaon-npxid-r5746,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,366 - 1,536 sq.ft.', 'price-range': '₹ 76 - 85.46 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,943 - 2,361 sq.ft.', 'price-range': '₹ 1.61 - 1.76 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,746 sq.ft.', 'price-range': '₹ 1.69 Cr'}}","['Swimming Pool', 'School', 'ATM', 'Aerobics Centre', 'Restaurant', 'Skating Rink', 'Theatre', 'Wi-Fi Connectivity', 'Pool Table']",Swimming Pool School ATM Aerobics Centre Restaurant Skating Rink Theatre Wi-Fi Connectivity Pool Table
Vatika India Next Plots,"Land in Sector 83, Gurgaon","['ICICI Bank', 'Delhi Ajmer Expressway', 'INXT High Street', 'Cricket Academy', 'iGrow Montessori']","{'icici bank': 'Close proximity', 'delhi ajmer expressway': 'Located nearby', 'inxt high street': 'Within reach', 'cricket academy': 'Nearby', 'igrow montessori': '800 m away', 'hyatt regency': '1.7 km away', 'genesis hospital': '2.5 km away', 'miracles apollo cradle /spectra hospital': '2.8 km away', 'st xavier high school': '3.8 km away', 'aarvy healthcare super speciality hospital': '5.5 km away', 'urusvati museum of folklore': '2.9 km away', 'nakhrola stadium': '4 km away', 'vardaan hospital': '6.5 km away', 'prakash hospital': '6.7 km away', 'aravalli hill view point': '8 km away'}",https://www.99acres.com/vatika-india-next-plots-sector-83-gurgaon-npxid-r144209,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,160 - 4,500 sq.ft.', 'price-range': '₹ 2.28 - 4.75 Cr'}}","['Swimming Pool', 'Medical Centre', 'Golf Course', 'School', 'Property Staff', 'Cafeteria', 'Multipurpose Court', 'Vastu Compliant', 'Rain Water Harvesting']",Swimming Pool Medical Centre Golf Course School Property Staff Cafeteria Multipurpose Court Vastu Compliant Rain Water Harvesting
MV Buildcon Precore City,"Land in Sohna, Gurgaon","['KDM Public School, Sohna', 'Sohna Road', 'Civil Hospital', 'Sohna Bus Stand', 'GD Goenka University']","{'kdm public school sohna': '1.1 Km', 'sohna road': '1.3 Km', 'civil hospital': '1.7 Km', 'sohna bus stand': '1.7 Km', 'gd goenka university': '3.5 Km', 'western peripheral expressway': '9.8 Km', 'damdama lake': '11 Km'}",https://www.99acres.com/mv-buildcon-precore-city-sohna-gurgaon-npxid-r24666,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,800 - 3,060 sq.ft.', 'price-range': '₹ 1.06 - 1.81 Cr'}}","['Multipurpose Court', '24/7 Power Backup', '24/7 Water Supply', 'Landscape Garden']",Multipurpose Court 24/7 Power Backup 24/7 Water Supply Landscape Garden
Lion Infra Green Valley,"Land in Sector-35 Sohna, Gurgaon","['GD Goenka World School', 'GD Goenka University, Gurugram', 'Badshahpur Sohna Rd Hwy, Raghav Vatika', 'Vardaan Hospital & Trauma Centre', 'Discount Department Store']","{'g d goenka world school': '1.4 KM', 'gd goenka university': '1.6 KM', 'badshahpur sohna rd hwy raghav vatika': '3 KM', 'vardaan hospital': '3.6 KM', 'discount department store': '4.7 KM', 'indira gandhi international airport': '35.8 KM'}",https://www.99acres.com/lion-infra-green-valley-sector-35-sohna-gurgaon-npxid-r373089,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,341 - 1,521 sq.ft.', 'price-range': '₹ 1.14 - 1.29 Cr'}}","['Terrace Garden', 'Cricket Pitch', 'Amphitheatre', 'Badminton Court', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']",Terrace Garden Cricket Pitch Amphitheatre Badminton Court Yoga/Meditation Area Sewage Treatment Plant Jogging Track Rain Water Harvesting 24x7 Security
Orchid Petals,"3, 5 BHK Apartment in Sector 49, Gurgaon","['shiv Mandir', 'HDFC Bank', 'Kinder Care Playschool', 'Kangaroo Kids Preschool', 'Sapphire Mall']","{'shiv mandir': 'In close proximity', 'hdfc bank': 'In close proximity', 'kinder care playschool': 'In close proximity', 'kangaroo kids preschool': 'In close proximity', 'sapphire mall': 'In close proximity', 'omaxe city centre mall': 'In close proximity', 'bigbazaar': 'In close proximity', 'radisson hotel': '5minutes drive', 'sohna road': '5 minutes drive', 'polaris hospital': '10 minutes drive', 'srs cinemas': '10 minutes drive', 'medanta hospital': '10 minutes drive', 'artimis hospital': '10 minutes drive'}",https://www.99acres.com/orchid-petals-sector-49-gurgaon-npxid-r12066,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,033 sq.ft.', 'price-range': '₹ 2.25 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,557 - 4,115.5 sq.ft.', 'price-range': '₹ 4.1 - 4.88 Cr'}}","['Swimming Pool', 'Volley Ball Court', 'Piped Gas', 'Water Softener Plant', 'Wi-Fi Connectivity', 'Property Staff', 'Shopping Centre', 'Lawn Tennis Court', 'Multipurpose Court']",Swimming Pool Volley Ball Court Piped Gas Water Softener Plant Wi-Fi Connectivity Property Staff Shopping Centre Lawn Tennis Court Multipurpose Court
BPTP Mansions Park Prime,"4 BHK Apartment in Sector 66, Gurgaon","['Shiksha Bharti Public School', 'VIBGYOR High School', 'Gyan Bharti Public School', 'Hub 66', 'Keshav Pharmacy']","{'shiksha bharti public school': '2.4 Km', 'vibgyor high school': '1.9 Km', 'gyan bharti public school': '1.2 Km', 'hub 66': '1.6 Km', 'keshav pharmacy': '1.2 Km', 'apollo pharmacy': '0.9 Km', 'diamond public school': '1.1 Km', 'mother land public school': '1.1 Km', 'hdfc bank': '0.95 Km', 'axis bank': '1.4 Km', 'govind hospital': '2.8 Km', 'kamal hospital': '3 Km', 'creative tennis academy': '1.2 Km', 'shanti tennis academy': '0.17 Km', 'lotus sports academy': '1 Km'}",https://www.99acres.com/bptp-mansions-park-prime-sector-66-gurgaon-npxid-r800,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,764 sq.ft.', 'price-range': '₹ 2.75 Cr'}}","['Swimming Pool', 'High Speed Elevators', 'Property Staff', 'Shopping Centre', 'Sun Deck', 'CCTV Camera Security', 'Jogging Track', '24x7 Security', 'Club House']",Swimming Pool High Speed Elevators Property Staff Shopping Centre Sun Deck CCTV Camera Security Jogging Track 24x7 Security Club House
Emaar MGF Palm Terraces,"4 BHK Apartment in Sector 66, Gurgaon","['Heritage School', 'ISBM College', 'Ektaa Hospitals', 'Sector 55-56 Metro Station', 'IGI Airport']","{'heritage school': '2 KM', 'isbm college': '2 KM', 'ektaa hospitals': '1.9 KM', 'sector 55 56 rapid metro station': '6.2 KM', 'indira gandhi international airport': '22.8 KM'}",https://www.99acres.com/emaar-mgf-palm-terraces-sector-66-gurgaon-npxid-r816,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,100 sq.ft.', 'price-range': '₹ 2.8 Cr'}}","['Swimming Pool', 'Golf Course', 'School', 'Restaurant', 'Terrace Garden', 'Waiting Lounge', 'Jacuzzi', 'Squash Court', 'Property Staff']",Swimming Pool Golf Course School Restaurant Terrace Garden Waiting Lounge Jacuzzi Squash Court Property Staff
Optimal ultra luxury builder floors,"3, 4 BHK Independent Floor in South City 1, Gurgaon","['Huda city center', 'NH8']","{'huda city center': '0.5 km', 'nh8': '0.5 km'}",https://www.99acres.com/optimal-ultra-luxury-builder-floors-south-city-1-gurgaon-npxid-r411007,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,200 - 1,500 sq.ft.', 'price-range': '₹ 1.75 - 2.4 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '2,200 - 2,900 sq.ft.', 'price-range': '₹ 3 - 4.4 Cr'}}","['Visitors Parking', 'Piped Gas', 'Gated Community', 'Landscape Garden', 'Maintenance Staff']",Visitors Parking Piped Gas Gated Community Landscape Garden Maintenance Staff
